# t (s)	mx ()	my ()	mz ()	E_total (J)
8.300221068219095e-12	-5.111694e-09	3.5161971e-09	0.99602956	1.1589919e-18
8.35198973340145e-12	-5.1879883e-09	3.5161971e-09	0.9960296	1.1588441e-18
8.40140120453381e-12	-5.290985e-09	3.4208298e-09	0.9960295	1.158779e-18
8.45109836672444e-12	-5.35202e-09	3.3273697e-09	0.99602956	1.1589189e-18
8.501140860524417e-12	-5.3424833e-09	3.218651e-09	0.99602956	1.1593224e-18
8.550844213094592e-12	-5.327225e-09	3.1485559e-09	0.9960295	1.1594726e-18
8.602371468199635e-12	-5.252838e-09	2.998352e-09	0.9960295	1.1591668e-18
8.65109257190339e-12	-5.092621e-09	2.8190612e-09	0.99602956	1.1586516e-18
8.702107480903408e-12	-5.013317e-09	2.6483535e-09	0.99602956	1.1580277e-18
8.750734355949685e-12	-4.9521627e-09	2.5405884e-09	0.99602956	1.1574647e-18
8.802071509236625e-12	-4.807472e-09	2.4318696e-09	0.99602956	1.1570478e-18
8.851329075681309e-12	-4.7683715e-09	2.4299622e-09	0.99602956	1.1568861e-18
8.900864227883305e-12	-4.7369e-09	2.4108886e-09	0.9960296	1.1569139e-18
8.950675833668e-12	-4.6386717e-09	2.430439e-09	0.9960296	1.1571395e-18
9.00096101892077e-12	-4.5604707e-09	2.4518967e-09	0.9960296	1.1577302e-18
9.051767889315759e-12	-4.421234e-09	2.4776459e-09	0.9960295	1.1587666e-18
9.100489148984398e-12	-4.2839052e-09	2.500534e-09	0.99602956	1.16019e-18
9.152085718521234e-12	-4.1007997e-09	2.4662017e-09	0.99602956	1.1620329e-18
9.201316954298832e-12	-3.879547e-09	2.4557114e-09	0.99602956	1.1640644e-18
9.250634145592079e-12	-3.704071e-09	2.4943352e-09	0.9960295	1.16625e-18
9.30218654246178e-12	-3.6993026e-09	2.5177003e-09	0.9960294	1.1682012e-18
9.350993301231128e-12	-3.706932e-09	2.4728775e-09	0.9960294	1.1699105e-18
9.402487951289316e-12	-3.751755e-09	2.448082e-09	0.9960294	1.1718884e-18
9.451519130479945e-12	-3.7784575e-09	2.3994446e-09	0.9960294	1.1739437e-18
9.500485210884889e-12	-3.8280485e-09	2.386093e-09	0.9960293	1.17597e-18
9.551868428590578e-12	-3.9196015e-09	2.228737e-09	0.9960292	1.1779566e-18
9.600430993434215e-12	-3.9291383e-09	2.1400453e-09	0.99602926	1.1795784e-18
9.651092357259412e-12	-3.9482115e-09	2.0303725e-09	0.9960292	1.1807873e-18
9.701035057557283e-12	-3.9291383e-09	1.903534e-09	0.99602914	1.1812402e-18
9.750542196558599e-12	-3.8371084e-09	1.8253327e-09	0.9960292	1.1812712e-18
9.802085026431272e-12	-3.742218e-09	1.7929077e-09	0.99602914	1.1809094e-18
9.850724638723604e-12	-3.7059784e-09	1.8210411e-09	0.99602926	1.1801965e-18
9.901156530327486e-12	-3.6525727e-09	1.7673969e-09	0.99602926	1.1789791e-18
9.951258648300499e-12	-3.5400392e-09	1.8205643e-09	0.99602926	1.1775557e-18
1.0001544348311715e-11	-3.4999847e-09	1.8177032e-09	0.99602926	1.1762754e-18
1.0052082008829035e-11	-3.3550263e-09	1.7700196e-09	0.99602926	1.1751812e-18
1.0100093554726856e-11	-3.2272338e-09	1.8215179e-09	0.99602926	1.1740725e-18
1.0150855274439548e-11	-3.0956269e-09	1.8796922e-09	0.9960293	1.1731611e-18
1.0202378886638717e-11	-2.982676e-09	1.9321442e-09	0.9960293	1.1728248e-18
1.0252041464372461e-11	-2.8648377e-09	1.988411e-09	0.99602926	1.1729944e-18
1.0301738036574768e-11	-2.7313232e-09	2.0599364e-09	0.99602926	1.1731945e-18
1.0351708249973749e-11	-2.5978089e-09	2.1977424e-09	0.99602926	1.1736454e-18
1.0401461402947522e-11	-2.5424958e-09	2.2928714e-09	0.99602926	1.1738997e-18
1.0450902867034167e-11	-2.4909974e-09	2.4194717e-09	0.9960293	1.1738816e-18
1.050012352780263e-11	-2.4623872e-09	2.6187896e-09	0.9960293	1.1736792e-18
1.0551644496389537e-11	-2.5138855e-09	2.84338e-09	0.99602926	1.1733382e-18
1.0600642572410637e-11	-2.6664735e-09	3.0078888e-09	0.9960293	1.1729601e-18
1.0652000285466469e-11	-2.8190612e-09	3.218651e-09	0.99602926	1.1724962e-18
