map,plane,i,j,u_nm,v_nm,value
rms,xy,1,83,0.75,41.75,4.838647e-05
rms,xy,1,84,0.75,42.25,4.5327684e-05
rms,xy,1,85,0.75,42.75,4.19873e-05
rms,xy,1,86,0.75,43.25,3.8624443e-05
rms,xy,1,87,0.75,43.75,3.531419e-05
rms,xy,1,88,0.75,44.25,3.2089207e-05
rms,xy,1,89,0.75,44.75,2.8754948e-05
rms,xy,1,90,0.75,45.25,2.5250323e-05
rms,xy,1,91,0.75,45.75,2.1318328e-05
rms,xy,1,92,0.75,46.25,1.6779977e-05
rms,xy,1,93,0.75,46.75,1.193717e-05
rms,xy,1,94,0.75,47.25,9.32391e-06
rms,xy,1,95,0.75,47.75,8.25244e-06
rms,xy,1,96,0.75,48.25,7.4329732e-06
rms,xy,1,97,0.75,48.75,7.223147e-06
rms,xy,1,98,0.75,49.25,7.159022e-06
rms,xy,1,99,0.75,49.75,7.183935e-06
rms,xy,2,0,1.25,0.25,7.208535e-06
rms,xy,2,1,1.25,0.75,7.267803e-06
rms,xy,2,2,1.25,1.25,7.754739e-06
rms,xy,2,3,1.25,1.75,1.1331343e-05
rms,xy,2,4,1.25,2.25,1.4365173e-05
rms,xy,2,5,1.25,2.75,2.0427373e-05
rms,xy,2,6,1.25,3.25,4.7536734e-05
rms,xy,2,7,1.25,3.75,7.648218e-05
rms,xy,2,8,1.25,4.25,9.8699384e-05
rms,xy,2,9,1.25,4.75,0.000115142626
rms,xy,2,10,1.25,5.25,0.00012839887
rms,xy,2,11,1.25,5.75,0.00014089642
rms,xy,2,12,1.25,6.25,0.0001541925
rms,xy,2,13,1.25,6.75,0.00016897442
rms,xy,2,14,1.25,7.25,0.00018372947
rms,xy,2,15,1.25,7.75,0.00019545908
rms,xy,2,16,1.25,8.25,0.00020263523
rms,xy,2,17,1.25,8.75,0.0002051385
rms,xy,2,18,1.25,9.25,0.00020425502
rms,xy,2,19,1.25,9.75,0.00020214179
rms,xy,2,20,1.25,10.25,0.00020105261
rms,xy,2,21,1.25,10.75,0.0002024092
rms,xy,2,22,1.25,11.25,0.00020654708
rms,xy,2,23,1.25,11.75,0.00021313362
rms,xy,2,24,1.25,12.25,0.00022178063
rms,xy,2,25,1.25,12.75,0.00023226668
rms,xy,2,26,1.25,13.25,0.00024411926
rms,xy,2,27,1.25,13.75,0.00025631845
rms,xy,2,28,1.25,14.25,0.00026706042
rms,xy,2,29,1.25,14.75,0.000274862
rms,xy,2,30,1.25,15.25,0.0002790406
rms,xy,2,31,1.25,15.75,0.00027997344
rms,xy,2,32,1.25,16.25,0.00027827814
rms,xy,2,33,1.25,16.75,0.00027426667
rms,xy,2,34,1.25,17.25,0.00026826857
rms,xy,2,35,1.25,17.75,0.00026123974
rms,xy,2,36,1.25,18.25,0.00025502304
rms,xy,2,37,1.25,18.75,0.00025180512
rms,xy,2,38,1.25,19.25,0.000253385
rms,xy,2,39,1.25,19.75,0.0002601027
rms,xy,2,40,1.25,20.25,0.00027111996
rms,xy,2,41,1.25,20.75,0.00028440417
rms,xy,2,42,1.25,21.25,0.00029699237
rms,xy,2,43,1.25,21.75,0.00030552835
rms,xy,2,44,1.25,22.25,0.00030733767
rms,xy,2,45,1.25,22.75,0.00030140483
rms,xy,2,46,1.25,23.25,0.00028895072
rms,xy,2,47,1.25,23.75,0.00027330735
rms,xy,2,48,1.25,24.25,0.00025883366
rms,xy,2,49,1.25,24.75,0.00024943307
rms,xy,2,50,1.25,25.25,0.00024722057
rms,xy,2,51,1.25,25.75,0.00025225803
rms,xy,2,52,1.25,26.25,0.00026265054
rms,xy,2,53,1.25,26.75,0.0002750719
rms,xy,2,54,1.25,27.25,0.00028555578
rms,xy,2,55,1.25,27.75,0.00029075463
rms,xy,2,56,1.25,28.25,0.00028902828
rms,xy,2,57,1.25,28.75,0.000280975
rms,xy,2,58,1.25,29.25,0.00026917868
rms,xy,2,59,1.25,29.75,0.00025715661
rms,xy,2,60,1.25,30.25,0.00024819074
rms,xy,2,61,1.25,30.75,0.0002442882
rms,xy,2,62,1.25,31.25,0.00024599384
rms,xy,2,63,1.25,31.75,0.00025252256
rms,xy,2,64,1.25,32.25,0.0002623072
rms,xy,2,65,1.25,32.75,0.00027324635
rms,xy,2,66,1.25,33.25,0.00028317218
rms,xy,2,67,1.25,33.75,0.000290266
rms,xy,2,68,1.25,34.25,0.00029341062
rms,xy,2,69,1.25,34.75,0.00029217423
rms,xy,2,70,1.25,35.25,0.0002867971
rms,xy,2,71,1.25,35.75,0.0002781787
rms,xy,2,72,1.25,36.25,0.00026758772
rms,xy,2,73,1.25,36.75,0.000256204
rms,xy,2,74,1.25,37.25,0.00024498094
rms,xy,2,75,1.25,37.75,0.00023465829
rms,xy,2,76,1.25,38.25,0.00022591781
rms,xy,2,77,1.25,38.75,0.00021926026
rms,xy,2,78,1.25,39.25,0.00021479618
rms,xy,2,79,1.25,39.75,0.00021211125
rms,xy,2,80,1.25,40.25,0.00021013027
rms,xy,2,81,1.25,40.75,0.00020733377
rms,xy,2,82,1.25,41.25,0.00020223655
rms,xy,2,83,1.25,41.75,0.00019410644
rms,xy,2,84,1.25,42.25,0.00018336292
rms,xy,2,85,1.25,42.75,0.00017131308
rms,xy,2,86,1.25,43.25,0.00015926939
rms,xy,2,87,1.25,43.75,0.00014761314
rms,xy,2,88,1.25,44.25,0.0001357123
rms,xy,2,89,1.25,44.75,0.00012276709
rms,xy,2,90,1.25,45.25,0.00010810737
rms,xy,2,91,1.25,45.75,9.0869864e-05
rms,xy,2,92,1.25,46.25,6.948372e-05
rms,xy,2,93,1.25,46.75,4.3049058e-05
rms,xy,2,94,1.25,47.25,1.8905892e-05
rms,xy,2,95,1.25,47.75,1.33009335e-05
rms,xy,2,96,1.25,48.25,1.0436193e-05
rms,xy,2,97,1.25,48.75,7.644736e-06
rms,xy,2,98,1.25,49.25,7.231413e-06
rms,xy,2,99,1.25,49.75,7.1966047e-06
rms,xy,3,0,1.75,0.25,7.3664296e-06
rms,xy,3,1,1.75,0.75,7.568701e-06
rms,xy,3,2,1.75,1.25,1.1476359e-05
rms,xy,3,3,1.75,1.75,2.2081407e-05
rms,xy,3,4,1.75,2.25,6.0234088e-05
rms,xy,3,5,1.75,2.75,0.00011246858
rms,xy,3,6,1.75,3.25,0.00024059994
rms,xy,3,7,1.75,3.75,0.00037251064
rms,xy,3,8,1.75,4.25,0.00047826578
rms,xy,3,9,1.75,4.75,0.00055850926
rms,xy,3,10,1.75,5.25,0.000623217
rms,xy,3,11,1.75,5.75,0.0006838247
rms,xy,3,12,1.75,6.25,0.0007477069
rms,xy,3,13,1.75,6.75,0.00081859244
rms,xy,3,14,1.75,7.25,0.0008895977
rms,xy,3,15,1.75,7.75,0.0009454335
rms,xy,3,16,1.75,8.25,0.0009780998
rms,xy,3,17,1.75,8.75,0.0009870797
rms,xy,3,18,1.75,9.25,0.0009788574
rms,xy,3,19,1.75,9.75,0.0009643603
rms,xy,3,20,1.75,10.25,0.00095493975
rms,xy,3,21,1.75,10.75,0.00095844996
rms,xy,3,22,1.75,11.25,0.0009773569
rms,xy,3,23,1.75,11.75,0.0010098396
rms,xy,3,24,1.75,12.25,0.0010533236
rms,xy,3,25,1.75,12.75,0.0011062457
rms,xy,3,26,1.75,13.25,0.0011665182
rms,xy,3,27,1.75,13.75,0.0012289904
rms,xy,3,28,1.75,14.25,0.0012846625
rms,xy,3,29,1.75,14.75,0.0013255519
rms,xy,3,30,1.75,15.25,0.001347899
rms,xy,3,31,1.75,15.75,0.0013530531
rms,xy,3,32,1.75,16.25,0.0013442781
rms,xy,3,33,1.75,16.75,0.0013238132
rms,xy,3,34,1.75,17.25,0.0012941174
rms,xy,3,35,1.75,17.75,0.0012607154
rms,xy,3,36,1.75,18.25,0.0012324683
rms,xy,3,37,1.75,18.75,0.0012200826
rms,xy,3,38,1.75,19.25,0.0012318325
rms,xy,3,39,1.75,19.75,0.00126933
rms,xy,3,40,1.75,20.25,0.0013279133
rms,xy,3,41,1.75,20.75,0.0013970002
rms,xy,3,42,1.75,21.25,0.0014615756
rms,xy,3,43,1.75,21.75,0.0015051159
rms,xy,3,44,1.75,22.25,0.0015147226
rms,xy,3,45,1.75,22.75,0.001485607
rms,xy,3,46,1.75,23.25,0.0014238947
rms,xy,3,47,1.75,23.75,0.0013458017
rms,xy,3,48,1.75,24.25,0.0012729273
rms,xy,3,49,1.75,24.75,0.0012248163
rms,xy,3,50,1.75,25.25,0.0012126415
rms,xy,3,51,1.75,25.75,0.0012366552
rms,xy,3,52,1.75,26.25,0.0012871883
rms,xy,3,53,1.75,26.75,0.0013473327
rms,xy,3,54,1.75,27.25,0.0013977172
rms,xy,3,55,1.75,27.75,0.0014221678
rms,xy,3,56,1.75,28.25,0.0014128914
rms,xy,3,57,1.75,28.75,0.0013726822
rms,xy,3,58,1.75,29.25,0.0013136786
rms,xy,3,59,1.75,29.75,0.0012526858
rms,xy,3,60,1.75,30.25,0.0012055854
rms,xy,3,61,1.75,30.75,0.0011828956
rms,xy,3,62,1.75,31.25,0.0011881773
rms,xy,3,63,1.75,31.75,0.0012185327
rms,xy,3,64,1.75,32.25,0.0012663229
rms,xy,3,65,1.75,32.75,0.0013208268
rms,xy,3,66,1.75,33.25,0.0013707164
rms,xy,3,67,1.75,33.75,0.0014064838
rms,xy,3,68,1.75,34.25,0.0014222795
rms,xy,3,69,1.75,34.75,0.0014158391
rms,xy,3,70,1.75,35.25,0.0013882135
rms,xy,3,71,1.75,35.75,0.0013443154
rms,xy,3,72,1.75,36.25,0.0012905035
rms,xy,3,73,1.75,36.75,0.0012327528
rms,xy,3,74,1.75,37.25,0.0011757783
rms,xy,3,75,1.75,37.75,0.0011237304
rms,xy,3,76,1.75,38.25,0.0010804493
rms,xy,3,77,1.75,38.75,0.0010485798
rms,xy,3,78,1.75,39.25,0.0010283039
rms,xy,3,79,1.75,39.75,0.0010174477
rms,xy,3,80,1.75,40.25,0.0010109328
rms,xy,3,81,1.75,40.75,0.0010013544
rms,xy,3,82,1.75,41.25,0.0009813257
rms,xy,3,83,1.75,41.75,0.0009468645
rms,xy,3,84,1.75,42.25,0.000899279
rms,xy,3,85,1.75,42.75,0.0008442474
rms,xy,3,86,1.75,43.25,0.0007876156
rms,xy,3,87,1.75,43.75,0.00073123863
rms,xy,3,88,1.75,44.25,0.0006722195
rms,xy,3,89,1.75,44.75,0.00060691725
rms,xy,3,90,1.75,45.25,0.00053274486
rms,xy,3,91,1.75,45.75,0.0004463464
rms,xy,3,92,1.75,46.25,0.00034166407
rms,xy,3,93,1.75,46.75,0.00021826809
rms,xy,3,94,1.75,47.25,0.000100938305
rms,xy,3,95,1.75,47.75,5.2827098e-05
rms,xy,3,96,1.75,48.25,1.953147e-05
rms,xy,3,97,1.75,48.75,1.0482193e-05
rms,xy,3,98,1.75,49.25,7.462173e-06
rms,xy,3,99,1.75,49.75,7.340683e-06
rms,xy,4,0,2.25,0.25,7.723406e-06
rms,xy,4,1,2.25,0.75,8.707159e-06
rms,xy,4,2,2.25,1.25,1.506724e-05
rms,xy,4,3,2.25,1.75,6.163044e-05
rms,xy,4,4,2.25,2.25,0.00018144723
rms,xy,4,5,2.25,2.75,0.00016147736
rms,xy,4,6,2.25,3.25,0.00055962126
rms,xy,4,7,2.25,3.75,0.00089832745
rms,xy,4,8,2.25,4.25,0.0011499022
rms,xy,4,9,2.25,4.75,0.0013238749
rms,xy,4,10,2.25,5.25,0.0014518722
rms,xy,4,11,2.25,5.75,0.0015711006
rms,xy,4,12,2.25,6.25,0.0017058885
rms,xy,4,13,2.25,6.75,0.0018678897
rms,xy,4,14,2.25,7.25,0.0020382404
rms,xy,4,15,2.25,7.75,0.0021730887
rms,xy,4,16,2.25,8.25,0.0022492125
rms,xy,4,17,2.25,8.75,0.0022629017
rms,xy,4,18,2.25,9.25,0.0022293548
rms,xy,4,19,2.25,9.75,0.0021783505
rms,xy,4,20,2.25,10.25,0.0021420035
rms,xy,4,21,2.25,10.75,0.0021420028
rms,xy,4,22,2.25,11.25,0.0021836164
rms,xy,4,23,2.25,11.75,0.0022604
rms,xy,4,24,2.25,12.25,0.0023646022
rms,xy,4,25,2.25,12.75,0.0024921945
rms,xy,4,26,2.25,13.25,0.002639196
rms,xy,4,27,2.25,13.75,0.0027915577
rms,xy,4,28,2.25,14.25,0.0029246446
rms,xy,4,29,2.25,14.75,0.003016755
rms,xy,4,30,2.25,15.25,0.0030596566
rms,xy,4,31,2.25,15.75,0.003059216
rms,xy,4,32,2.25,16.25,0.003026479
rms,xy,4,33,2.25,16.75,0.0029676096
rms,xy,4,34,2.25,17.25,0.002888408
rms,xy,4,35,2.25,17.75,0.0028015985
rms,xy,4,36,2.25,18.25,0.002728792
rms,xy,4,37,2.25,18.75,0.0026962378
rms,xy,4,38,2.25,19.25,0.0027242976
rms,xy,4,39,2.25,19.75,0.002816222
rms,xy,4,40,2.25,20.25,0.0029606747
rms,xy,4,41,2.25,20.75,0.0031329757
rms,xy,4,42,2.25,21.25,0.0032958987
rms,xy,4,43,2.25,21.75,0.0034073452
rms,xy,4,44,2.25,22.25,0.0034329197
rms,xy,4,45,2.25,22.75,0.003358829
rms,xy,4,46,2.25,23.25,0.003199904
rms,xy,4,47,2.25,23.75,0.0029982133
rms,xy,4,48,2.25,24.25,0.002810447
rms,xy,4,49,2.25,24.75,0.002687566
rms,xy,4,50,2.25,25.25,0.0026582542
rms,xy,4,51,2.25,25.75,0.0027229392
rms,xy,4,52,2.25,26.25,0.0028562925
rms,xy,4,53,2.25,26.75,0.0030143193
rms,xy,4,54,2.25,27.25,0.0031463986
rms,xy,4,55,2.25,27.75,0.0032104787
rms,xy,4,56,2.25,28.25,0.0031865395
rms,xy,4,57,2.25,28.75,0.003082439
rms,xy,4,58,2.25,29.25,0.0029299634
rms,xy,4,59,2.25,29.75,0.002772506
rms,xy,4,60,2.25,30.25,0.0026504523
rms,xy,4,61,2.25,30.75,0.0025905138
rms,xy,4,62,2.25,31.25,0.0026019048
rms,xy,4,63,2.25,31.75,0.0026782104
rms,xy,4,64,2.25,32.25,0.0028010895
rms,xy,4,65,2.25,32.75,0.0029439586
rms,xy,4,66,2.25,33.25,0.003077279
rms,xy,4,67,2.25,33.75,0.0031753657
rms,xy,4,68,2.25,34.25,0.0032212136
rms,xy,4,69,2.25,34.75,0.0032070237
rms,xy,4,70,2.25,35.25,0.0031354171
rms,xy,4,71,2.25,35.75,0.0030204451
rms,xy,4,72,2.25,36.25,0.002882309
rms,xy,4,73,2.25,36.75,0.0027382157
rms,xy,4,74,2.25,37.25,0.0026009285
rms,xy,4,75,2.25,37.75,0.002480142
rms,xy,4,76,2.25,38.25,0.0023849758
rms,xy,4,77,2.25,38.75,0.0023206766
rms,xy,4,78,2.25,39.25,0.002286098
rms,xy,4,79,2.25,39.75,0.0022749184
rms,xy,4,80,2.25,40.25,0.0022742515
rms,xy,4,81,2.25,40.75,0.0022654266
rms,xy,4,82,2.25,41.25,0.002230169
rms,xy,4,83,2.25,41.75,0.0021592083
rms,xy,4,84,2.25,42.25,0.0020572266
rms,xy,4,85,2.25,42.75,0.0019393144
rms,xy,4,86,2.25,43.25,0.0018191966
rms,xy,4,87,2.25,43.75,0.0016980885
rms,xy,4,88,2.25,44.25,0.0015663403
rms,xy,4,89,2.25,44.75,0.0014157837
rms,xy,4,90,2.25,45.25,0.0012450715
rms,xy,4,91,2.25,45.75,0.0010457895
rms,xy,4,92,2.25,46.25,0.0007980693
rms,xy,4,93,2.25,46.75,0.00049069565
rms,xy,4,94,2.25,47.25,0.0001417649
rms,xy,4,95,2.25,47.75,0.00015813274
rms,xy,4,96,2.25,48.25,5.346214e-05
rms,xy,4,97,2.25,48.75,1.3476771e-05
rms,xy,4,98,2.25,49.25,8.317724e-06
rms,xy,4,99,2.25,49.75,7.635683e-06
rms,xy,5,0,2.75,0.25,8.376873e-06
rms,xy,5,1,2.75,0.75,9.866116e-06
rms,xy,5,2,2.75,1.25,2.2228605e-05
rms,xy,5,3,2.75,1.75,0.000114069386
rms,xy,5,4,2.75,2.25,0.00018271845
rms,xy,5,5,2.75,2.75,0.003705757
rms,xy,5,6,2.75,3.25,0.008538247
rms,xy,5,7,2.75,3.75,0.01307798
rms,xy,5,8,2.75,4.25,0.016697034
rms,xy,5,9,2.75,4.75,0.019351818
rms,xy,5,10,2.75,5.25,0.021377783
rms,xy,5,11,2.75,5.75,0.02322001
rms,xy,5,12,2.75,6.25,0.025211053
rms,xy,5,13,2.75,6.75,0.027540106
rms,xy,5,14,2.75,7.25,0.029978784
rms,xy,5,15,2.75,7.75,0.03194448
rms,xy,5,16,2.75,8.25,0.033111464
rms,xy,5,17,2.75,8.75,0.03342064
rms,xy,5,18,2.75,9.25,0.03307033
rms,xy,5,19,2.75,9.75,0.03244642
rms,xy,5,20,2.75,10.25,0.031974025
rms,xy,5,21,2.75,10.75,0.031982835
rms,xy,5,22,2.75,11.25,0.03259996
rms,xy,5,23,2.75,11.75,0.0337663
rms,xy,5,24,2.75,12.25,0.035373285
rms,xy,5,25,2.75,12.75,0.037349835
rms,xy,5,26,2.75,13.25,0.039606187
rms,xy,5,27,2.75,13.75,0.041906614
rms,xy,5,28,2.75,14.25,0.043891106
rms,xy,5,29,2.75,14.75,0.04525784
rms,xy,5,30,2.75,15.25,0.045889035
rms,xy,5,31,2.75,15.75,0.045858454
rms,xy,5,32,2.75,16.25,0.045329966
rms,xy,5,33,2.75,16.75,0.04443945
rms,xy,5,34,2.75,17.25,0.043319546
rms,xy,5,35,2.75,17.75,0.042164546
rms,xy,5,36,2.75,18.25,0.041252192
rms,xy,5,37,2.75,18.75,0.040900048
rms,xy,5,38,2.75,19.25,0.04134684
rms,xy,5,39,2.75,19.75,0.04263697
rms,xy,5,40,2.75,20.25,0.044626355
rms,xy,5,41,2.75,20.75,0.046983674
rms,xy,5,42,2.75,21.25,0.049209934
rms,xy,5,43,2.75,21.75,0.05074022
rms,xy,5,44,2.75,22.25,0.05111063
rms,xy,5,45,2.75,22.75,0.050133444
