map,plane,i,j,u_nm,v_nm,value
rms,xy,0,81,0.25,40.75,0.00010971951
rms,xy,0,82,0.25,41.25,0.00010913417
rms,xy,0,83,0.25,41.75,0.000107626605
rms,xy,0,84,0.25,42.25,0.000106235624
rms,xy,0,85,0.25,42.75,0.000104340186
rms,xy,0,86,0.25,43.25,0.000102990496
rms,xy,0,87,0.25,43.75,0.00010135124
rms,xy,0,88,0.25,44.25,0.00010008966
rms,xy,0,89,0.25,44.75,9.792683e-05
rms,xy,0,90,0.25,45.25,9.523472e-05
rms,xy,0,91,0.25,45.75,9.072965e-05
rms,xy,0,92,0.25,46.25,8.568814e-05
rms,xy,0,93,0.25,46.75,8.075334e-05
rms,xy,0,94,0.25,47.25,7.784124e-05
rms,xy,0,95,0.25,47.75,7.534078e-05
rms,xy,0,96,0.25,48.25,7.39223e-05
rms,xy,0,97,0.25,48.75,7.211386e-05
rms,xy,0,98,0.25,49.25,7.009178e-05
rms,xy,0,99,0.25,49.75,6.6019384e-05
rms,xy,1,0,0.75,0.25,6.982042e-05
rms,xy,1,1,0.75,0.75,7.5360804e-05
rms,xy,1,2,0.75,1.25,7.862741e-05
rms,xy,1,3,0.75,1.75,8.155838e-05
rms,xy,1,4,0.75,2.25,8.352122e-05
rms,xy,1,5,0.75,2.75,8.72808e-05
rms,xy,1,6,0.75,3.25,9.387704e-05
rms,xy,1,7,0.75,3.75,0.000105770305
rms,xy,1,8,0.75,4.25,0.00011671987
rms,xy,1,9,0.75,4.75,0.00012451828
rms,xy,1,10,0.75,5.25,0.0001280245
rms,xy,1,11,0.75,5.75,0.0001290201
rms,xy,1,12,0.75,6.25,0.00012802202
rms,xy,1,13,0.75,6.75,0.00012751053
rms,xy,1,14,0.75,7.25,0.0001278257
rms,xy,1,15,0.75,7.75,0.00013002596
rms,xy,1,16,0.75,8.25,0.00013253471
rms,xy,1,17,0.75,8.75,0.00013521688
rms,xy,1,18,0.75,9.25,0.00013643761
rms,xy,1,19,0.75,9.75,0.00013680087
rms,xy,1,20,0.75,10.25,0.000135679
rms,xy,1,21,0.75,10.75,0.00013464154
rms,xy,1,22,0.75,11.25,0.00013361544
rms,xy,1,23,0.75,11.75,0.0001339868
rms,xy,1,24,0.75,12.25,0.00013478674
rms,xy,1,25,0.75,12.75,0.00013636063
rms,xy,1,26,0.75,13.25,0.0001371975
rms,xy,1,27,0.75,13.75,0.00013776797
rms,xy,1,28,0.75,14.25,0.00013716078
rms,xy,1,29,0.75,14.75,0.00013654288
rms,xy,1,30,0.75,15.25,0.00013544742
rms,xy,1,31,0.75,15.75,0.00013512984
rms,xy,1,32,0.75,16.25,0.00013492812
rms,xy,1,33,0.75,16.75,0.00013577295
rms,xy,1,34,0.75,17.25,0.00013661316
rms,xy,1,35,0.75,17.75,0.0001379808
rms,xy,1,36,0.75,18.25,0.00013863998
rms,xy,1,37,0.75,18.75,0.00013929718
rms,xy,1,38,0.75,19.25,0.00013925895
rms,xy,1,39,0.75,19.75,0.00013977103
rms,xy,1,40,0.75,20.25,0.00014028068
rms,xy,1,41,0.75,20.75,0.00014154494
rms,xy,1,42,0.75,21.25,0.00014226073
rms,xy,1,43,0.75,21.75,0.0001428501
rms,xy,1,44,0.75,22.25,0.00014250787
rms,xy,1,45,0.75,22.75,0.00014267323
rms,xy,1,46,0.75,23.25,0.00014325533
rms,xy,1,47,0.75,23.75,0.00014530234
rms,xy,1,48,0.75,24.25,0.00014735038
rms,xy,1,49,0.75,24.75,0.00014917307
rms,xy,1,50,0.75,25.25,0.00014913877
rms,xy,1,51,0.75,25.75,0.000147998
rms,xy,1,52,0.75,26.25,0.00014558966
rms,xy,1,53,0.75,26.75,0.00014379193
rms,xy,1,54,0.75,27.25,0.00014250026
rms,xy,1,55,0.75,27.75,0.00014246801
rms,xy,1,56,0.75,28.25,0.00014213262
rms,xy,1,57,0.75,28.75,0.00014166076
rms,xy,1,58,0.75,29.25,0.00014010405
rms,xy,1,59,0.75,29.75,0.00013878537
rms,xy,1,60,0.75,30.25,0.00013748658
rms,xy,1,61,0.75,30.75,0.00013735471
rms,xy,1,62,0.75,31.25,0.00013728686
rms,xy,1,63,0.75,31.75,0.00013763011
rms,xy,1,64,0.75,32.25,0.00013711708
rms,xy,1,65,0.75,32.75,0.00013654766
rms,xy,1,66,0.75,33.25,0.000135286
rms,xy,1,67,0.75,33.75,0.00013457447
rms,xy,1,68,0.75,34.25,0.00013385073
rms,xy,1,69,0.75,34.75,0.00013413768
rms,xy,1,70,0.75,35.25,0.00013446195
rms,xy,1,71,0.75,35.75,0.00013536967
rms,xy,1,72,0.75,36.25,0.00013551344
rms,xy,1,73,0.75,36.75,0.00013538222
rms,xy,1,74,0.75,37.25,0.00013402155
rms,xy,1,75,0.75,37.75,0.00013265287
rms,xy,1,76,0.75,38.25,0.00013106634
rms,xy,1,77,0.75,38.75,0.00013088387
rms,xy,1,78,0.75,39.25,0.00013156414
rms,xy,1,79,0.75,39.75,0.00013359195
rms,xy,1,80,0.75,40.25,0.00013512396
rms,xy,1,81,0.75,40.75,0.00013614925
rms,xy,1,82,0.75,41.25,0.00013533767
rms,xy,1,83,0.75,41.75,0.00013371323
rms,xy,1,84,0.75,42.25,0.00013104874
rms,xy,1,85,0.75,42.75,0.00012918876
rms,xy,1,86,0.75,43.25,0.00012807407
rms,xy,1,87,0.75,43.75,0.00012857003
rms,xy,1,88,0.75,44.25,0.00012879277
rms,xy,1,89,0.75,44.75,0.00012806771
rms,xy,1,90,0.75,45.25,0.00012409106
rms,xy,1,91,0.75,45.75,0.00011679925
rms,xy,1,92,0.75,46.25,0.00010548262
rms,xy,1,93,0.75,46.75,9.414766e-05
rms,xy,1,94,0.75,47.25,8.7105174e-05
rms,xy,1,95,0.75,47.75,8.383025e-05
rms,xy,1,96,0.75,48.25,8.1357015e-05
rms,xy,1,97,0.75,48.75,7.8882884e-05
rms,xy,1,98,0.75,49.25,7.517486e-05
rms,xy,1,99,0.75,49.75,7.0100294e-05
rms,xy,2,0,1.25,0.25,7.2293384e-05
rms,xy,2,1,1.25,0.75,7.862973e-05
rms,xy,2,2,1.25,1.25,8.508062e-05
rms,xy,2,3,1.25,1.75,9.038313e-05
rms,xy,2,4,1.25,2.25,9.851404e-05
rms,xy,2,5,1.25,2.75,0.0001169773
rms,xy,2,6,1.25,3.25,0.00015881957
rms,xy,2,7,1.25,3.75,0.00021163528
rms,xy,2,8,1.25,4.25,0.00025522898
rms,xy,2,9,1.25,4.75,0.00028135645
rms,xy,2,10,1.25,5.25,0.00029081648
rms,xy,2,11,1.25,5.75,0.00028640334
rms,xy,2,12,1.25,6.25,0.00027503236
rms,xy,2,13,1.25,6.75,0.00026392748
rms,xy,2,14,1.25,7.25,0.0002603673
rms,xy,2,15,1.25,7.75,0.00026502516
rms,xy,2,16,1.25,8.25,0.00027464106
rms,xy,2,17,1.25,8.75,0.00028293653
rms,xy,2,18,1.25,9.25,0.00028643347
rms,xy,2,19,1.25,9.75,0.00028304034
rms,xy,2,20,1.25,10.25,0.00027477765
rms,xy,2,21,1.25,10.75,0.00026502568
rms,xy,2,22,1.25,11.25,0.00025923335
rms,xy,2,23,1.25,11.75,0.00025973323
rms,xy,2,24,1.25,12.25,0.00026609015
rms,xy,2,25,1.25,12.75,0.00027421498
rms,xy,2,26,1.25,13.25,0.00028106003
rms,xy,2,27,1.25,13.75,0.00028394393
rms,xy,2,28,1.25,14.25,0.00028339445
rms,xy,2,29,1.25,14.75,0.000280391
rms,xy,2,30,1.25,15.25,0.0002777656
rms,xy,2,31,1.25,15.75,0.0002766343
rms,xy,2,32,1.25,16.25,0.0002783608
rms,xy,2,33,1.25,16.75,0.00028198503
rms,xy,2,34,1.25,17.25,0.00028697075
rms,xy,2,35,1.25,17.75,0.00029088408
rms,xy,2,36,1.25,18.25,0.00029281824
rms,xy,2,37,1.25,18.75,0.00029170897
rms,xy,2,38,1.25,19.25,0.00028952427
rms,xy,2,39,1.25,19.75,0.00028808732
rms,xy,2,40,1.25,20.25,0.00029000425
rms,xy,2,41,1.25,20.75,0.00029419412
rms,xy,2,42,1.25,21.25,0.00029865874
rms,xy,2,43,1.25,21.75,0.0003002519
rms,xy,2,44,1.25,22.25,0.00029946712
rms,xy,2,45,1.25,22.75,0.00029863138
rms,xy,2,46,1.25,23.25,0.00030232896
rms,xy,2,47,1.25,23.75,0.00031120307
rms,xy,2,48,1.25,24.25,0.00032264818
rms,xy,2,49,1.25,24.75,0.0003304219
rms,xy,2,50,1.25,25.25,0.0003310708
rms,xy,2,51,1.25,25.75,0.0003236191
rms,xy,2,52,1.25,26.25,0.00031238896
rms,xy,2,53,1.25,26.75,0.00030241327
rms,xy,2,54,1.25,27.25,0.00029836287
rms,xy,2,55,1.25,27.75,0.0002989557
rms,xy,2,56,1.25,28.25,0.00030074402
rms,xy,2,57,1.25,28.75,0.0002994727
rms,xy,2,58,1.25,29.25,0.00029524733
rms,xy,2,59,1.25,29.75,0.00029000166
rms,xy,2,60,1.25,30.25,0.0002877068
rms,xy,2,61,1.25,30.75,0.0002890537
rms,xy,2,62,1.25,31.25,0.00029306693
rms,xy,2,63,1.25,31.75,0.00029600027
rms,xy,2,64,1.25,32.25,0.00029624396
rms,xy,2,65,1.25,32.75,0.00029263084
rms,xy,2,66,1.25,33.25,0.00028703234
rms,xy,2,67,1.25,33.75,0.00028094286
rms,xy,2,68,1.25,34.25,0.00027724044
rms,xy,2,69,1.25,34.75,0.00027670668
rms,xy,2,70,1.25,35.25,0.00027984564
rms,xy,2,71,1.25,35.75,0.0002841548
rms,xy,2,72,1.25,36.25,0.00028733452
rms,xy,2,73,1.25,36.75,0.00028623626
rms,xy,2,74,1.25,37.25,0.0002805949
rms,xy,2,75,1.25,37.75,0.00027127832
rms,xy,2,76,1.25,38.25,0.0002623023
rms,xy,2,77,1.25,38.75,0.00025737946
rms,xy,2,78,1.25,39.25,0.00025997916
rms,xy,2,79,1.25,39.75,0.0002683659
rms,xy,2,80,1.25,40.25,0.00027835494
rms,xy,2,81,1.25,40.75,0.00028440167
rms,xy,2,82,1.25,41.25,0.0002845499
rms,xy,2,83,1.25,41.75,0.00027863012
rms,xy,2,84,1.25,42.25,0.00027066036
rms,xy,2,85,1.25,42.75,0.0002652004
rms,xy,2,86,1.25,43.25,0.00026737122
rms,xy,2,87,1.25,43.75,0.00027603234
rms,xy,2,88,1.25,44.25,0.0002862128
rms,xy,2,89,1.25,44.75,0.0002895868
rms,xy,2,90,1.25,45.25,0.0002804375
rms,xy,2,91,1.25,45.75,0.00025423086
rms,xy,2,92,1.25,46.25,0.00021136606
rms,xy,2,93,1.25,46.75,0.00015849994
rms,xy,2,94,1.25,47.25,0.00011727921
rms,xy,2,95,1.25,47.75,9.836169e-05
rms,xy,2,96,1.25,48.25,9.0703514e-05
rms,xy,2,97,1.25,48.75,8.4871135e-05
rms,xy,2,98,1.25,49.25,7.88896e-05
rms,xy,2,99,1.25,49.75,7.213131e-05
rms,xy,3,0,1.75,0.25,7.36626e-05
rms,xy,3,1,1.75,0.75,8.156852e-05
rms,xy,3,2,1.75,1.25,9.038516e-05
rms,xy,3,3,1.75,1.75,0.000109224355
rms,xy,3,4,1.75,2.25,0.00015995963
rms,xy,3,5,1.75,2.75,0.00022319333
rms,xy,3,6,1.75,3.25,0.0003513058
rms,xy,3,7,1.75,3.75,0.00050246366
rms,xy,3,8,1.75,4.25,0.0006224614
rms,xy,3,9,1.75,4.75,0.0006944724
rms,xy,3,10,1.75,5.25,0.0007174952
rms,xy,3,11,1.75,5.75,0.00070131774
rms,xy,3,12,1.75,6.25,0.00066312315
rms,xy,3,13,1.75,6.75,0.00062655675
rms,xy,3,14,1.75,7.25,0.00061143027
rms,xy,3,15,1.75,7.75,0.0006236455
rms,xy,3,16,1.75,8.25,0.0006508785
rms,xy,3,17,1.75,8.75,0.0006763547
rms,xy,3,18,1.75,9.25,0.00068657787
rms,xy,3,19,1.75,9.75,0.00067708216
rms,xy,3,20,1.75,10.25,0.0006514369
rms,xy,3,21,1.75,10.75,0.00062220765
rms,xy,3,22,1.75,11.25,0.0006045885
rms,xy,3,23,1.75,11.75,0.00060787867
rms,xy,3,24,1.75,12.25,0.00062777096
rms,xy,3,25,1.75,12.75,0.00065262907
rms,xy,3,26,1.75,13.25,0.00067077234
rms,xy,3,27,1.75,13.75,0.00067662855
rms,xy,3,28,1.75,14.25,0.00067083316
rms,xy,3,29,1.75,14.75,0.0006599248
rms,xy,3,30,1.75,15.25,0.00065147714
rms,xy,3,31,1.75,15.75,0.0006512653
rms,xy,3,32,1.75,16.25,0.00066002214
rms,xy,3,33,1.75,16.75,0.00067527883
rms,xy,3,34,1.75,17.25,0.00069178524
rms,xy,3,35,1.75,17.75,0.00070412597
rms,xy,3,36,1.75,18.25,0.00070769346
rms,xy,3,37,1.75,18.75,0.0007021577
rms,xy,3,38,1.75,19.25,0.0006917044
rms,xy,3,39,1.75,19.75,0.00068467465
rms,xy,3,40,1.75,20.25,0.00068707956
rms,xy,3,41,1.75,20.75,0.00069803564
rms,xy,3,42,1.75,21.25,0.0007090685
rms,xy,3,43,1.75,21.75,0.0007125251
rms,xy,3,44,1.75,22.25,0.00070772716
rms,xy,3,45,1.75,22.75,0.00070407504
rms,xy,3,46,1.75,23.25,0.00071380305
rms,xy,3,47,1.75,23.75,0.0007414478
rms,xy,3,48,1.75,24.25,0.0007764021
rms,xy,3,49,1.75,24.75,0.0008014734
rms,xy,3,50,1.75,25.25,0.0008035292
rms,xy,3,51,1.75,25.75,0.00078158843
rms,xy,3,52,1.75,26.25,0.0007461347
rms,xy,3,53,1.75,26.75,0.00071496534
rms,xy,3,54,1.75,27.25,0.0007007075
rms,xy,3,55,1.75,27.75,0.0007025434
rms,xy,3,56,1.75,28.25,0.00070784317
rms,xy,3,57,1.75,28.75,0.0007058005
rms,xy,3,58,1.75,29.25,0.00069438474
rms,xy,3,59,1.75,29.75,0.0006816361
rms,xy,3,60,1.75,30.25,0.0006775307
rms,xy,3,61,1.75,30.75,0.00068633957
rms,xy,3,62,1.75,31.25,0.0007021349
rms,xy,3,63,1.75,31.75,0.00071542896
rms,xy,3,64,1.75,32.25,0.0007185303
rms,xy,3,65,1.75,32.75,0.0007098842
rms,xy,3,66,1.75,33.25,0.0006926626
rms,xy,3,67,1.75,33.75,0.00067379186
rms,xy,3,68,1.75,34.25,0.00066060305
rms,xy,3,69,1.75,34.75,0.0006587492
rms,xy,3,70,1.75,35.25,0.00066833966
rms,xy,3,71,1.75,35.75,0.00068386237
rms,xy,3,72,1.75,36.25,0.0006958215
rms,xy,3,73,1.75,36.75,0.0006960965
rms,xy,3,74,1.75,37.25,0.00068114797
rms,xy,3,75,1.75,37.75,0.0006549502
rms,xy,3,76,1.75,38.25,0.00062705664
rms,xy,3,77,1.75,38.75,0.0006106269
rms,xy,3,78,1.75,39.25,0.000614882
rms,xy,3,79,1.75,39.75,0.00063765055
rms,xy,3,80,1.75,40.25,0.000664248
rms,xy,3,81,1.75,40.75,0.0006800156
rms,xy,3,82,1.75,41.25,0.000676752
rms,xy,3,83,1.75,41.75,0.0006567585
rms,xy,3,84,1.75,42.25,0.00063042215
rms,xy,3,85,1.75,42.75,0.00061540183
rms,xy,3,86,1.75,43.25,0.0006249553
rms,xy,3,87,1.75,43.75,0.0006574486
rms,xy,3,88,1.75,44.25,0.0006936669
rms,xy,3,89,1.75,44.75,0.0007107993
rms,xy,3,90,1.75,45.25,0.000689532
rms,xy,3,91,1.75,45.75,0.00061996136
rms,xy,3,92,1.75,46.25,0.0005013782
rms,xy,3,93,1.75,46.75,0.00035172785
rms,xy,3,94,1.75,47.25,0.0002233647
rms,xy,3,95,1.75,47.75,0.00015995097
rms,xy,3,96,1.75,48.25,0.00010894735
rms,xy,3,97,1.75,48.75,9.071716e-05
rms,xy,3,98,1.75,49.25,8.13701e-05
rms,xy,3,99,1.75,49.75,7.39417e-05
rms,xy,4,0,2.25,0.25,7.555997e-05
rms,xy,4,1,2.25,0.75,8.3528495e-05
rms,xy,4,2,2.25,1.25,9.849162e-05
rms,xy,4,3,2.25,1.75,0.00015995705
rms,xy,4,4,2.25,2.25,0.0002608873
rms,xy,4,5,2.25,2.75,0.00027568007
rms,xy,4,6,2.25,3.25,0.0007239945
rms,xy,4,7,2.25,3.75,0.0011503029
rms,xy,4,8,2.25,4.25,0.0014656642
rms,xy,4,9,2.25,4.75,0.0016504163
rms,xy,4,10,2.25,5.25,0.0017094822
rms,xy,4,11,2.25,5.75,0.0016682066
rms,xy,4,12,2.25,6.25,0.0015722788
rms,xy,4,13,2.25,6.75,0.0014782555
rms,xy,4,14,2.25,7.25,0.0014379023
rms,xy,4,15,2.25,7.75,0.0014662257
rms,xy,4,16,2.25,8.25,0.0015367527
rms,xy,4,17,2.25,8.75,0.0016057743
rms,xy,4,18,2.25,9.25,0.0016406565
rms,xy,4,19,2.25,9.75,0.0016271156
rms,xy,4,20,2.25,10.25,0.0015743616
rms,xy,4,21,2.25,10.75,0.0015109021
rms,xy,4,22,2.25,11.25,0.0014746313
rms,xy,4,23,2.25,11.75,0.0014862316
rms,xy,4,24,2.25,12.25,0.00153584
rms,xy,4,25,2.25,12.75,0.0015939821
rms,xy,4,26,2.25,13.25,0.0016340271
rms,xy,4,27,2.25,13.75,0.0016429928
rms,xy,4,28,2.25,14.25,0.0016252632
rms,xy,4,29,2.25,14.75,0.0015968841
rms,xy,4,30,2.25,15.25,0.0015766465
rms,xy,4,31,2.25,15.75,0.0015755211
rms,xy,4,32,2.25,16.25,0.0015940933
rms,xy,4,33,2.25,16.75,0.00162557
rms,xy,4,34,2.25,17.25,0.0016594328
rms,xy,4,35,2.25,17.75,0.0016828894
rms,xy,4,36,2.25,18.25,0.0016856465
rms,xy,4,37,2.25,18.75,0.0016656828
rms,xy,4,38,2.25,19.25,0.0016344382
rms,xy,4,39,2.25,19.75,0.0016123496
rms,xy,4,40,2.25,20.25,0.0016166553
rms,xy,4,41,2.25,20.75,0.0016437377
rms,xy,4,42,2.25,21.25,0.0016729975
rms,xy,4,43,2.25,21.75,0.0016822524
rms,xy,4,44,2.25,22.25,0.001670507
rms,xy,4,45,2.25,22.75,0.0016593178
rms,xy,4,46,2.25,23.25,0.0016815849
rms,xy,4,47,2.25,23.75,0.0017486647
rms,xy,4,48,2.25,24.25,0.0018358254
rms,xy,4,49,2.25,24.75,0.0018978495
rms,xy,4,50,2.25,25.25,0.0019022035
rms,xy,4,51,2.25,25.75,0.0018454762
rms,xy,4,52,2.25,26.25,0.0017564626
rms,xy,4,53,2.25,26.75,0.0016797509
rms,xy,4,54,2.25,27.25,0.0016483929
rms,xy,4,55,2.25,27.75,0.0016570992
rms,xy,4,56,2.25,28.25,0.001674165
rms,xy,4,57,2.25,28.75,0.0016700705
rms,xy,4,58,2.25,29.25,0.001641549
rms,xy,4,59,2.25,29.75,0.0016077003
rms,xy,4,60,2.25,30.25,0.0015966371
rms,xy,4,61,2.25,30.75,0.0016191341
rms,xy,4,62,2.25,31.25,0.0016624
rms,xy,4,63,2.25,31.75,0.0017009384
rms,xy,4,64,2.25,32.25,0.0017162694
rms,xy,4,65,2.25,32.75,0.0017032295
rms,xy,4,66,2.25,33.25,0.0016698623
rms,xy,4,67,2.25,33.75,0.001631079
rms,xy,4,68,2.25,34.25,0.0016038528
rms,xy,4,69,2.25,34.75,0.001600679
rms,xy,4,70,2.25,35.25,0.0016240266
rms,xy,4,71,2.25,35.75,0.0016624312
rms,xy,4,72,2.25,36.25,0.0016949937
rms,xy,4,73,2.25,36.75,0.0017008107
rms,xy,4,74,2.25,37.25,0.0016708155
rms,xy,4,75,2.25,37.75,0.0016119936
rms,xy,4,76,2.25,38.25,0.0015467781
rms,xy,4,77,2.25,38.75,0.0015038453
rms,xy,4,78,2.25,39.25,0.0015055664
rms,xy,4,79,2.25,39.75,0.0015473732
rms,xy,4,80,2.25,40.25,0.0015988838
rms,xy,4,81,2.25,40.75,0.0016249588
rms,xy,4,82,2.25,41.25,0.0016079386
rms,xy,4,83,2.25,41.75,0.0015514285
rms,xy,4,84,2.25,42.25,0.0014830576
rms,xy,4,85,2.25,42.75,0.0014446727
rms,xy,4,86,2.25,43.25,0.0014714694
rms,xy,4,87,2.25,43.75,0.0015556667
rms,xy,4,88,2.25,44.25,0.0016504803
rms,xy,4,89,2.25,44.75,0.0016963332
rms,xy,4,90,2.25,45.25,0.0016449066
rms,xy,4,91,2.25,45.75,0.001466341
rms,xy,4,92,2.25,46.25,0.001154561
rms,xy,4,93,2.25,46.75,0.00072856573
rms,xy,4,94,2.25,47.25,0.00027854485
rms,xy,4,95,2.25,47.75,0.00026137105
rms,xy,4,96,2.25,48.25,0.00015996708
rms,xy,4,97,2.25,48.75,9.840335e-05
rms,xy,4,98,2.25,49.25,8.386571e-05
rms,xy,4,99,2.25,49.75,7.5357806e-05
rms,xy,5,0,2.75,0.25,7.76104e-05
rms,xy,5,1,2.75,0.75,8.7265136e-05
rms,xy,5,2,2.75,1.25,0.00011692749
rms,xy,5,3,2.75,1.75,0.00022312198
rms,xy,5,4,2.75,2.25,0.00027580452
rms,xy,5,5,2.75,2.75,0.0025031283
rms,xy,5,6,2.75,3.25,0.0058158212
rms,xy,5,7,2.75,3.75,0.009001232
rms,xy,5,8,2.75,4.25,0.011467607
rms,xy,5,9,2.75,4.75,0.012957219
rms,xy,5,10,2.75,5.25,0.013468036
rms,xy,5,11,2.75,5.75,0.013199403
rms,xy,5,12,2.75,6.25,0.0125048645
rms,xy,5,13,2.75,6.75,0.011828236
rms,xy,5,14,2.75,7.25,0.011561389
rms,xy,5,15,2.75,7.75,0.011815357
rms,xy,5,16,2.75,8.25,0.012366313
rms,xy,5,17,2.75,8.75,0.012873876
rms,xy,5,18,2.75,9.25,0.013076136
rms,xy,5,19,2.75,9.75,0.012870389
rms,xy,5,20,2.75,10.25,0.012339114
rms,xy,5,21,2.75,10.75,0.011740042
rms,xy,5,22,2.75,11.25,0.011410158
rms,xy,5,23,2.75,11.75,0.011542636
rms,xy,5,24,2.75,12.25,0.012042073
rms,xy,5,25,2.75,12.75,0.012628917
rms,xy,5,26,2.75,13.25,0.013036073
rms,xy,5,27,2.75,13.75,0.013131247
rms,xy,5,28,2.75,14.25,0.012950909
rms,xy,5,29,2.75,14.75,0.012659401
rms,xy,5,30,2.75,15.25,0.012452295
rms,xy,5,31,2.75,15.75,0.012443198
rms,xy,5,32,2.75,16.25,0.01262289
rms,xy,5,33,2.75,16.75,0.012907958
rms,xy,5,34,2.75,17.25,0.013197809
rms,xy,5,35,2.75,17.75,0.0133956745
rms,xy,5,36,2.75,18.25,0.013431226
rms,xy,5,37,2.75,18.75,0.0133020235
rms,xy,5,38,2.75,19.25,0.013107688
rms,xy,5,39,2.75,19.75,0.013021711
rms,xy,5,40,2.75,20.25,0.013169301
rms,xy,5,41,2.75,20.75,0.013500372
rms,xy,5,42,2.75,21.25,0.013808796
rms,xy,5,43,2.75,21.75,0.01390195
rms,xy,5,44,2.75,22.25,0.013759213
rms,xy,5,45,2.75,22.75,0.013575621
rms,xy,5,46,2.75,23.25,0.013643229
rms,xy,5,47,2.75,23.75,0.0141013805
rms,xy,5,48,2.75,24.25,0.014767114
rms,xy,5,49,2.75,24.75,0.015274086
rms,xy,5,50,2.75,25.25,0.015340438
rms,xy,5,51,2.75,25.75,0.014927644
rms,xy,5,52,2.75,26.25,0.014249912
rms,xy,5,53,2.75,26.75,0.013663598
rms,xy,5,54,2.75,27.25,0.013431331
rms,xy,5,55,2.75,27.75,0.013522194
rms,xy,5,56,2.75,28.25,0.013671057
