run,signal,frequency_ghz,power
Bx,mz,4866.669517953087,3.315950695991951e-16
Bx,mz,4868.7126201856445,2.7575519283882527e-15
Bx,mz,4870.755722418204,5.209852366322954e-15
Bx,mz,4872.798824650761,3.24562161066239e-15
Bx,mz,4874.841926883319,4.207753016429857e-15
Bx,mz,4876.885029115877,4.441104856076021e-15
Bx,mz,4878.928131348435,2.0473069038983726e-15
Bx,mz,4880.971233580994,8.057428031215612e-17
Bx,mz,4883.014335813551,2.8677122744138513e-15
Bx,mz,4885.0574380461085,3.4234868340800278e-15
Bx,mz,4887.100540278668,8.251771822003644e-16
Bx,mz,4889.143642511225,1.6753437565262167e-15
Bx,mz,4891.186744743783,1.3440037146320306e-15
Bx,mz,4893.229846976341,1.0944787894007404e-15
Bx,mz,4895.272949208898,1.4754557070243418e-15
Bx,mz,4897.316051441457,1.1024717513295992e-15
Bx,mz,4899.359153674015,2.4022219118359663e-15
Bx,mz,4901.4022559065725,5.486826928488806e-16
Bx,mz,4903.445358139131,1.3378878031273468e-16
Bx,mz,4905.488460371689,1.2772686834243655e-15
Bx,mz,4907.531562604247,1.0825118346372559e-15
Bx,mz,4909.574664836805,3.300763964269967e-16
Bx,mz,4911.617767069362,1.7950686258286345e-15
Bx,mz,4913.66086930192,4.070058900746332e-15
Bx,mz,4915.703971534479,2.2125957353444964e-15
Bx,mz,4917.747073767036,1.1727080788856567e-16
Bx,mz,4919.790175999594,3.556346089044679e-15
Bx,mz,4921.833278232152,2.176751192633762e-15
Bx,mz,4923.876380464711,1.7132896080668734e-16
Bx,mz,4925.919482697269,1.8692216977377553e-15
Bx,mz,4927.962584929826,2.363233119016243e-15
Bx,mz,4930.005687162384,2.8942508426819175e-15
Bx,mz,4932.048789394943,1.9910564415216053e-15
Bx,mz,4934.0918916275,4.936791682844827e-16
Bx,mz,4936.134993860058,1.2332970610532448e-15
Bx,mz,4938.178096092616,4.784227557080818e-16
Bx,mz,4940.221198325175,1.9154268299261342e-16
Bx,mz,4942.264300557732,2.864860349296978e-16
Bx,mz,4944.30740279029,1.9408424857369976e-16
Bx,mz,4946.350505022848,8.181738259936034e-17
Bx,mz,4948.393607255407,1.9965739074209841e-16
Bx,mz,4950.436709487964,1.450284737481307e-15
Bx,mz,4952.479811720522,2.1586860950198915e-16
Bx,mz,4954.52291395308,2.404071604977124e-15
Bx,mz,4956.566016185638,1.0053259744318508e-15
Bx,mz,4958.609118418196,8.395452851030558e-16
Bx,mz,4960.652220650754,1.4827344330972146e-15
Bx,mz,4962.695322883312,1.7500256560161458e-16
Bx,mz,4964.738425115869,1.4732949313077304e-15
Bx,mz,4966.781527348428,3.217098482920084e-16
Bx,mz,4968.824629580986,1.5052764274390504e-15
Bx,mz,4970.867731813543,3.0545085608224095e-15
Bx,mz,4972.910834046102,5.2558153499578e-16
Bx,mz,4974.953936278659,1.823937018653387e-16
Bx,mz,4976.997038511218,1.6944861103419554e-16
Bx,mz,4979.040140743776,3.3554970088535953e-15
Bx,mz,4981.083242976333,8.129101998632552e-15
Bx,mz,4983.1263452088915,1.6856635403555006e-15
Bx,mz,4985.16944744145,1.0517676453320333e-15
Bx,mz,4987.212549674007,1.2981898236384479e-15
Bx,mz,4989.255651906566,2.188780866308162e-16
Bx,mz,4991.298754139123,2.035824350156536e-16
Bx,mz,4993.341856371681,7.865732957741062e-16
Bx,mz,4995.38495860424,2.068788194242394e-15
Bx,mz,4997.428060836797,1.3001193818297012e-15
Bx,mz,4999.4711630693555,2.3992124878432382e-15
Bx,mz,5001.514265301914,1.909966098591816e-15
Bx,mz,5003.557367534471,2.797034968929984e-16
Bx,mz,5005.60046976703,6.041906672552998e-16
Bx,mz,5007.643571999587,7.537946791278715e-17
Bx,mz,5009.6866742321445,1.0090401601087939e-15
Bx,mz,5011.729776464704,9.379432441943904e-16
Bx,mz,5013.772878697261,2.03055888317037e-15
Bx,mz,5015.815980929819,1.8063838618774463e-16
Bx,mz,5017.859083162377,1.377535281327668e-15
Bx,mz,5019.902185394935,6.622203750744927e-16
Bx,mz,5021.945287627494,3.0363046493161515e-15
Bx,mz,5023.988389860051,2.8602895750924974e-15
Bx,mz,5026.0314920926085,6.755797574438785e-16
Bx,mz,5028.074594325168,3.915719510224468e-16
Bx,mz,5030.117696557725,2.7938403484794773e-15
Bx,mz,5032.160798790283,5.0666202058514336e-15
Bx,mz,5034.203901022841,2.778661024891035e-15
Bx,mz,5036.247003255398,1.1562692886077809e-15
Bx,mz,5038.290105487957,3.482750447548449e-16
Bx,mz,5040.333207720515,1.1260859362820288e-15
Bx,mz,5042.376309953072,2.581088837874159e-15
Bx,mz,5044.419412185631,7.0919115992885025e-16
Bx,mz,5046.462514418189,1.1561563471825494e-16
Bx,mz,5048.505616650747,2.0408170112261838e-18
Bx,mz,5050.548718883305,2.2722420216285296e-15
Bx,mz,5052.591821115862,2.6567808094816864e-15
Bx,mz,5054.634923348421,3.3232460762928055e-16
Bx,mz,5056.678025580979,4.1916338532405545e-15
Bx,mz,5058.721127813536,1.768830516343865e-15
Bx,mz,5060.764230046094,2.1274322730135417e-16
Bx,mz,5062.807332278652,1.3212690901721863e-15
Bx,mz,5064.850434511211,4.8442138349381115e-15
Bx,mz,5066.893536743769,4.246520658310485e-15
Bx,mz,5068.936638976326,7.150211772126942e-16
Bx,mz,5070.979741208884,1.5265627236238773e-16
Bx,mz,5073.022843441443,1.5319819605910267e-16
Bx,mz,5075.065945674,1.7235789895123724e-15
Bx,mz,5077.109047906558,6.0482427312770965e-15
Bx,mz,5079.152150139116,2.8689274832737723e-15
Bx,mz,5081.1952523716745,1.2236425449207365e-15
Bx,mz,5083.238354604232,2.9518416135751523e-15
Bx,mz,5085.28145683679,4.479285178224466e-16
Bx,mz,5087.324559069348,1.0516636917424026e-15
Bx,mz,5089.367661301907,8.168133816419758e-16
Bx,mz,5091.410763534464,2.7513946417183638e-15
Bx,mz,5093.453865767022,1.8816623701869504e-15
Bx,mz,5095.49696799958,1.8530568921611287e-16
Bx,mz,5097.540070232138,5.009495277053872e-16
Bx,mz,5099.583172464696,9.673355999247015e-16
Bx,mz,5101.626274697254,2.0518283635152265e-15
Bx,mz,5103.669376929812,1.2065379135109267e-15
Bx,mz,5105.712479162369,5.589036325802628e-16
Bx,mz,5107.755581394928,4.872065481561725e-16
Bx,mz,5109.798683627486,2.818303497144971e-15
Bx,mz,5111.841785860043,1.5650053847775418e-15
Bx,mz,5113.884888092602,6.908609495569092e-16
Bx,mz,5115.927990325159,3.480822708552955e-16
Bx,mz,5117.971092557718,3.5074563106018865e-15
Bx,mz,5120.014194790276,2.1869978526323423e-15
Bx,mz,5122.057297022833,5.531140306122059e-16
Bx,mz,5124.1003992553915,1.707755171932232e-15
Bx,mz,5126.14350148795,3.187759056570532e-15
Bx,mz,5128.186603720507,1.0163780012103192e-15
Bx,mz,5130.229705953066,2.5260236623447657e-16
Bx,mz,5132.272808185623,2.960786912520875e-16
Bx,mz,5134.315910418181,7.691878549620095e-16
Bx,mz,5136.35901265074,1.1552805659956705e-15
Bx,mz,5138.402114883297,1.951512473614945e-15
Bx,mz,5140.4452171158555,1.090257327341651e-15
Bx,mz,5142.488319348414,2.5360055982535018e-15
Bx,mz,5144.531421580971,6.495406507802021e-15
Bx,mz,5146.57452381353,1.6474920801660618e-15
Bx,mz,5148.617626046087,3.3859378735499525e-15
Bx,mz,5150.6607282786445,8.08728145474529e-16
Bx,mz,5152.703830511204,1.7374612315232892e-15
Bx,mz,5154.746932743761,2.3319915138220926e-15
Bx,mz,5156.790034976319,2.8992268526490014e-15
Bx,mz,5158.833137208877,8.588367693095187e-16
Bx,mz,5160.876239441435,2.519246096848989e-15
Bx,mz,5162.919341673994,1.523924361091501e-15
Bx,mz,5164.962443906551,6.577962561297175e-15
Bx,mz,5167.005546139108,1.5575192170983815e-15
Bx,mz,5169.048648371668,1.46501286463898e-16
Bx,mz,5171.091750604225,2.0602283218210083e-15
Bx,mz,5173.134852836783,3.81921298715834e-15
Bx,mz,5175.177955069341,2.239772595928079e-15
Bx,mz,5177.221057301898,3.898236769266626e-15
Bx,mz,5179.264159534457,2.1900547801756613e-15
Bx,mz,5181.307261767015,1.497616681091793e-15
Bx,mz,5183.350363999572,1.9898428847934213e-15
Bx,mz,5185.393466232131,1.4433140119661272e-15
Bx,mz,5187.436568464689,4.5167229029339885e-16
Bx,mz,5189.479670697247,1.9386515657512125e-16
Bx,mz,5191.522772929805,2.670806369648105e-15
Bx,mz,5193.565875162362,1.9648752770257315e-15
Bx,mz,5195.608977394921,2.447000582343965e-15
Bx,mz,5197.652079627479,3.729611425371978e-15
Bx,mz,5199.695181860036,4.244381960775357e-15
Bx,mz,5201.738284092594,1.5672201603537308e-16
Bx,mz,5203.781386325153,8.203571738523701e-16
Bx,mz,5205.8244885577105,2.445420704977426e-15
Bx,mz,5207.867590790269,3.2343086204928804e-15
Bx,mz,5209.910693022826,3.0325684478026727e-15
Bx,mz,5211.953795255384,1.0617136187502027e-15
Bx,mz,5213.996897487943,3.1605201483700877e-16
Bx,mz,5216.0399997205,5.150058435812007e-16
Bx,mz,5218.083101953058,2.3125503907720085e-15
Bx,mz,5220.126204185616,1.8345207781278987e-14
Bx,mz,5222.1693064181745,1.2691139990409923e-14
Bx,mz,5224.212408650732,4.636253781656824e-16
Bx,mz,5226.25551088329,9.544999165408412e-16
Bx,mz,5228.298613115848,4.376258796561446e-15
Bx,mz,5230.341715348407,2.403590689004636e-15
Bx,mz,5232.384817580964,1.1778545462276133e-15
Bx,mz,5234.427919813522,4.1049081927336935e-15
Bx,mz,5236.47102204608,3.5891097591954775e-15
Bx,mz,5238.514124278638,1.7411707670413286e-15
Bx,mz,5240.557226511196,1.7656967746551935e-15
Bx,mz,5242.600328743754,1.4254916012485798e-15
Bx,mz,5244.643430976312,1.5336823007873134e-15
Bx,mz,5246.686533208869,5.243719518643457e-15
Bx,mz,5248.729635441428,3.619835269473331e-15
Bx,mz,5250.772737673986,4.469829940256622e-15
Bx,mz,5252.815839906543,5.819180737240505e-15
Bx,mz,5254.858942139102,6.1565293776075734e-15
Bx,mz,5256.90204437166,3.01483156414679e-15
Bx,mz,5258.945146604218,1.1935575431029505e-15
Bx,mz,5260.988248836776,2.129831857513697e-15
Bx,mz,5263.031351069333,1.668312352505701e-15
Bx,mz,5265.0744533018915,5.531346794039163e-16
Bx,mz,5267.11755553445,1.670056175919923e-15
Bx,mz,5269.160657767007,1.7471513654151205e-15
Bx,mz,5271.203759999566,1.405020764590961e-15
Bx,mz,5273.246862232123,5.967499154713047e-15
Bx,mz,5275.289964464681,5.427508648993848e-15
Bx,mz,5277.33306669724,1.0858351742014686e-15
Bx,mz,5279.376168929797,4.4117904975877155e-17
Bx,mz,5281.4192711623555,3.1465388338798407e-16
Bx,mz,5283.462373394914,1.3348889186927597e-15
Bx,mz,5285.505475627471,4.942729298784882e-16
Bx,mz,5287.54857786003,4.2849553234095665e-16
Bx,mz,5289.591680092587,5.211137758282231e-16
Bx,mz,5291.634782325144,3.4971633889403635e-16
Bx,mz,5293.677884557704,3.782112336608138e-16
Bx,mz,5295.720986790261,8.704105783049321e-16
Bx,mz,5297.764089022819,1.991994912752778e-15
Bx,mz,5299.807191255377,7.114663826271713e-15
Bx,mz,5301.850293487935,1.628900944601495e-15
Bx,mz,5303.893395720494,1.2745640202389886e-15
Bx,mz,5305.936497953051,3.049292348654341e-17
Bx,mz,5307.979600185608,1.803511888654224e-15
Bx,mz,5310.022702418168,4.659305097965341e-16
Bx,mz,5312.065804650725,3.258321992693224e-16
Bx,mz,5314.1089068832825,5.581476094564237e-16
Bx,mz,5316.152009115841,1.900399383204078e-15
Bx,mz,5318.195111348399,2.543979580170309e-15
Bx,mz,5320.238213580957,3.795496669275197e-15
Bx,mz,5322.281315813515,4.788083057698378e-15
Bx,mz,5324.324418046072,6.087792137721244e-16
Bx,mz,5326.367520278631,1.4434259401312696e-15
Bx,mz,5328.410622511189,1.1036453328600331e-15
Bx,mz,5330.4537247437465,4.613390413081627e-16
Bx,mz,5332.496826976305,2.9753177983768027e-15
Bx,mz,5334.539929208862,4.407795110488337e-15
Bx,mz,5336.583031441421,3.462769274799496e-15
Bx,mz,5338.626133673979,9.261248491544826e-16
Bx,mz,5340.669235906536,7.607102892455541e-16
Bx,mz,5342.712338139094,2.7480242456648568e-15
Bx,mz,5344.755440371653,6.137594327904014e-15
Bx,mz,5346.7985426042105,5.812913462151579e-15
Bx,mz,5348.841644836769,1.3074100241808163e-15
Bx,mz,5350.884747069326,4.485052353989879e-16
Bx,mz,5352.927849301884,6.907223273939811e-16
Bx,mz,5354.970951534443,1.4410080600626455e-16
Bx,mz,5357.014053767,3.539050686801694e-16
Bx,mz,5359.057155999558,1.1776732973220534e-15
Bx,mz,5361.100258232116,6.141799913024614e-16
Bx,mz,5363.1433604646745,1.8553188153327368e-16
Bx,mz,5365.186462697232,2.9602109768745887e-17
Bx,mz,5367.22956492979,2.6907107275601098e-15
Bx,mz,5369.272667162348,6.2142837587181734e-15
Bx,mz,5371.315769394906,1.869118025765333e-16
Bx,mz,5373.358871627464,4.416868722350871e-15
Bx,mz,5375.401973860022,1.5390920320886865e-15
Bx,mz,5377.44507609258,1.1543507492039184e-15
Bx,mz,5379.488178325138,1.2106208444988591e-15
Bx,mz,5381.531280557696,9.25347037863715e-16
Bx,mz,5383.574382790254,6.711280771791305e-16
Bx,mz,5385.617485022812,6.823142271272604e-16
Bx,mz,5387.660587255369,2.3452474618741845e-15
Bx,mz,5389.703689487928,1.130386928757755e-15
Bx,mz,5391.746791720486,2.0804417602910594e-16
Bx,mz,5393.789893953043,1.11573481131075e-15
Bx,mz,5395.832996185602,1.453772098198635e-16
Bx,mz,5397.87609841816,1.2756334312966773e-15
Bx,mz,5399.919200650718,1.1438681379423645e-15
Bx,mz,5401.962302883276,2.8583040057945943e-16
Bx,mz,5404.005405115833,2.3023195418885953e-16
Bx,mz,5406.048507348392,3.054237057013443e-15
Bx,mz,5408.09160958095,2.386840036417767e-15
Bx,mz,5410.134711813507,9.527596777856795e-16
Bx,mz,5412.177814046066,1.8647314089488487e-15
Bx,mz,5414.220916278623,4.453395287161279e-15
Bx,mz,5416.264018511181,4.637069959775775e-15
Bx,mz,5418.30712074374,2.3838530458253896e-15
Bx,mz,5420.350222976297,3.748919929872573e-15
Bx,mz,5422.3933252088555,3.311531876555972e-15
Bx,mz,5424.436427441414,1.7765434620264058e-16
Bx,mz,5426.479529673971,9.520785460381155e-16
Bx,mz,5428.52263190653,6.49266835727636e-17
Bx,mz,5430.565734139087,1.434013420151592e-15
Bx,mz,5432.608836371644,1.975527136250872e-15
Bx,mz,5434.651938604204,1.7555487631916703e-16
Bx,mz,5436.695040836761,5.417166984455452e-15
Bx,mz,5438.7381430693185,7.310937336614027e-15
Bx,mz,5440.781245301877,1.3775013889312613e-15
Bx,mz,5442.824347534435,4.153098248428152e-15
Bx,mz,5444.867449766994,5.085131559684455e-16
Bx,mz,5446.910551999551,4.103420807075172e-15
Bx,mz,5448.953654232108,1.831213314543288e-15
Bx,mz,5450.996756464668,2.1701832358660278e-16
Bx,mz,5453.039858697225,8.4796048344086e-16
Bx,mz,5455.0829609297825,6.050898021906718e-15
Bx,mz,5457.126063162341,5.962219410149874e-15
Bx,mz,5459.169165394899,9.93818052780226e-16
Bx,mz,5461.212267627457,1.4348137501607172e-15
Bx,mz,5463.255369860015,1.005484174531988e-15
Bx,mz,5465.298472092572,2.9288167246987057e-16
Bx,mz,5467.341574325131,3.1033818389024744e-15
Bx,mz,5469.384676557689,1.2278378316182082e-15
Bx,mz,5471.4277787902465,5.270299305544328e-17
Bx,mz,5473.470881022805,1.854836716589966e-16
Bx,mz,5475.513983255362,1.7057832804112889e-15
Bx,mz,5477.557085487921,3.46700229596323e-15
Bx,mz,5479.600187720479,2.3715189247652272e-15
Bx,mz,5481.643289953036,4.300631785626182e-15
Bx,mz,5483.686392185594,3.3564533181672254e-15
Bx,mz,5485.729494418153,2.0367741397290285e-15
Bx,mz,5487.7725966507105,8.528930760295257e-16
Bx,mz,5489.815698883269,4.87712830531851e-16
Bx,mz,5491.858801115826,3.869087846050309e-16
Bx,mz,5493.901903348384,3.6697714905184396e-15
Bx,mz,5495.945005580943,2.707016736386837e-15
Bx,mz,5497.9881078135,1.0891952872332232e-16
Bx,mz,5500.031210046058,1.1641483515708606e-15
Bx,mz,5502.074312278616,1.0422737566496675e-15
Bx,mz,5504.1174145111745,1.988400088242598e-15
Bx,mz,5506.160516743732,1.39728384451095e-15
Bx,mz,5508.20361897629,1.2855072957039707e-15
Bx,mz,5510.246721208848,5.674141978407428e-16
Bx,mz,5512.289823441406,1.1219147805779941e-16
Bx,mz,5514.332925673964,4.003007870213984e-16
Bx,mz,5516.376027906522,4.027792873489834e-16
Bx,mz,5518.41913013908,2.59962263845059e-16
Bx,mz,5520.4622323716385,4.355465836561817e-17
Bx,mz,5522.505334604196,4.553521050371977e-16
Bx,mz,5524.548436836754,7.83736321553956e-16
Bx,mz,5526.591539069312,1.5572356313406876e-16
Bx,mz,5528.634641301869,1.691359134489436e-16
Bx,mz,5530.677743534428,1.5246235228441382e-16
Bx,mz,5532.720845766986,1.7080057407172478e-15
Bx,mz,5534.763947999543,1.8387277070958766e-15
Bx,mz,5536.807050232102,1.0332843854604063e-15
Bx,mz,5538.85015246466,4.465659930164548e-16
Bx,mz,5540.893254697218,1.521843467019794e-15
Bx,mz,5542.936356929776,1.1512542926639858e-15
Bx,mz,5544.979459162333,1.3923350898202063e-15
Bx,mz,5547.022561394892,9.271962005785195e-16
Bx,mz,5549.06566362745,1.0492922705312991e-15
Bx,mz,5551.108765860007,1.2280515117769624e-16
Bx,mz,5553.151868092566,1.1454722168564128e-16
Bx,mz,5555.194970325123,8.654965152368749e-17
Bx,mz,5557.238072557681,8.357557822664894e-16
Bx,mz,5559.28117479024,3.2381427545886975e-15
Bx,mz,5561.324277022797,8.552583448510974e-16
Bx,mz,5563.367379255355,5.261688548718165e-16
Bx,mz,5565.410481487914,1.1455849584970266e-15
Bx,mz,5567.453583720471,6.92525967997479e-16
Bx,mz,5569.49668595303,7.535562581119248e-16
Bx,mz,5571.539788185587,5.712141401100875e-16
Bx,mz,5573.582890418145,4.0280676429213674e-16
Bx,mz,5575.625992650704,4.516568853056263e-16
Bx,mz,5577.669094883261,8.197921415170398e-16
Bx,mz,5579.7121971158185,1.8018531615746947e-15
Bx,mz,5581.755299348377,1.035547346323348e-14
Bx,mz,5583.798401580935,1.304292421825535e-14
Bx,mz,5585.841503813494,7.07402857305348e-15
Bx,mz,5587.884606046051,4.229748559713677e-15
Bx,mz,5589.927708278608,4.01941162348233e-15
Bx,mz,5591.970810511168,2.7018025714860772e-15
Bx,mz,5594.013912743725,3.646696285221433e-16
Bx,mz,5596.0570149762825,2.00746679445883e-15
Bx,mz,5598.100117208841,3.177743227518268e-15
Bx,mz,5600.143219441399,2.6569805642014388e-15
Bx,mz,5602.186321673957,6.138453336511019e-15
Bx,mz,5604.229423906515,7.55348770755235e-15
Bx,mz,5606.272526139072,2.791238351043242e-15
Bx,mz,5608.315628371632,5.812613727392323e-16
Bx,mz,5610.358730604189,1.5175871147217421e-15
Bx,mz,5612.4018328367465,3.109987518585449e-16
Bx,mz,5614.444935069305,6.840334153985518e-16
Bx,mz,5616.488037301862,2.475466336695071e-16
Bx,mz,5618.531139534421,4.964209584684502e-16
Bx,mz,5620.574241766979,1.1876328013396616e-15
Bx,mz,5622.617343999536,1.213181043365931e-15
Bx,mz,5624.660446232094,1.6273602605330617e-16
Bx,mz,5626.703548464653,7.107439183637126e-16
Bx,mz,5628.7466506972105,7.327273024205649e-16
Bx,mz,5630.789752929769,6.015852859964283e-17
Bx,mz,5632.832855162326,2.689599103163353e-16
Bx,mz,5634.875957394884,7.022188964715493e-17
Bx,mz,5636.919059627443,3.4507382743084045e-17
Bx,mz,5638.96216186,5.380372585433297e-16
Bx,mz,5641.005264092558,2.1740532546238377e-15
Bx,mz,5643.048366325116,1.7614436251953478e-15
Bx,mz,5645.0914685576745,4.069658852852412e-15
Bx,mz,5647.134570790232,1.1978502990342097e-15
Bx,mz,5649.17767302279,4.0967876606807853e-16
Bx,mz,5651.220775255348,1.2245823684811073e-15
Bx,mz,5653.263877487906,4.514507188370339e-15
Bx,mz,5655.306979720464,4.1485578148949104e-15
Bx,mz,5657.350081953022,1.1922343015918776e-15
Bx,mz,5659.39318418558,2.0246890150622214e-15
Bx,mz,5661.4362864181385,3.606246331274076e-15
Bx,mz,5663.479388650696,1.3211489377535434e-15
Bx,mz,5665.522490883254,1.4902730506366676e-15
Bx,mz,5667.565593115812,1.9202817654447694e-15
Bx,mz,5669.608695348369,3.715623667727069e-16
Bx,mz,5671.651797580928,5.946912747547669e-16
Bx,mz,5673.694899813486,3.3165782788139156e-16
Bx,mz,5675.738002046043,8.725700264985765e-16
Bx,mz,5677.781104278602,1.9060709689694266e-15
Bx,mz,5679.82420651116,7.036519270462465e-16
Bx,mz,5681.867308743718,1.5428861092510833e-15
Bx,mz,5683.910410976276,3.8654051703091285e-15
Bx,mz,5685.953513208833,3.2756690943949248e-15
Bx,mz,5687.996615441392,5.568728461167942e-16
Bx,mz,5690.03971767395,5.735564404930829e-16
Bx,mz,5692.082819906507,1.1915156125347504e-15
Bx,mz,5694.125922139066,3.7797644894382715e-16
Bx,mz,5696.169024371623,4.0276353917110757e-16
Bx,mz,5698.212126604181,4.572941186905472e-17
Bx,mz,5700.25522883674,4.4055660498287444e-16
Bx,mz,5702.298331069297,1.0218877042831354e-15
Bx,mz,5704.341433301855,2.953683798162213e-15
Bx,mz,5706.384535534414,3.7565891952283065e-15
Bx,mz,5708.427637766971,1.043919490314559e-15
Bx,mz,5710.4707399995295,2.2075277869138138e-16
Bx,mz,5712.513842232087,1.029159415695614e-15
Bx,mz,5714.556944464645,1.6639536013530226e-15
Bx,mz,5716.600046697204,8.995640819947906e-16
Bx,mz,5718.643148929761,1.1991619663839143e-15
Bx,mz,5720.6862511623185,2.2691577208459504e-15
Bx,mz,5722.729353394878,1.4687718498022764e-15
Bx,mz,5724.772455627435,4.657766877024816e-16
Bx,mz,5726.8155578599935,5.727780045909336e-17
Bx,mz,5728.858660092551,8.268078742264247e-16
Bx,mz,5730.901762325108,3.4198713139174575e-15
Bx,mz,5732.944864557668,2.123027129064374e-15
Bx,mz,5734.987966790225,2.2615215619639073e-16
Bx,mz,5737.0310690227825,1.909186447975865e-16
Bx,mz,5739.074171255341,9.644866881381717e-16
Bx,mz,5741.117273487899,1.4235831435985426e-16
Bx,mz,5743.160375720457,2.1962666055452744e-15
Bx,mz,5745.203477953015,9.130324510950142e-16
Bx,mz,5747.246580185572,1.1105891171227848e-15
Bx,mz,5749.289682418132,1.6705841932183496e-15
Bx,mz,5751.332784650689,3.7110167830325767e-16
Bx,mz,5753.3758868832465,5.6826789545003e-16
Bx,mz,5755.418989115805,1.559220897110273e-15
Bx,mz,5757.462091348362,3.581541501048124e-15
Bx,mz,5759.505193580921,3.197320649561543e-15
Bx,mz,5761.548295813479,2.1959927715255587e-15
Bx,mz,5763.591398046036,2.9342045989034587e-15
Bx,mz,5765.634500278594,3.9960003847295155e-15
Bx,mz,5767.677602511153,1.6740027478746926e-15
Bx,mz,5769.7207047437105,1.5588760429987645e-15
Bx,mz,5771.763806976269,4.809362694152248e-15
Bx,mz,5773.806909208826,1.0176572467449646e-15
Bx,mz,5775.850011441385,5.617632395359124e-16
Bx,mz,5777.893113673943,2.8955171216105166e-15
Bx,mz,5779.9362159065,7.178007425163776e-15
Bx,mz,5781.979318139058,6.936817377529773e-15
Bx,mz,5784.022420371616,2.3856641212880042e-15
Bx,mz,5786.0655226041745,6.30379416619595e-16
Bx,mz,5788.108624836732,3.3997981554795518e-15
Bx,mz,5790.15172706929,1.5241182366964934e-15
Bx,mz,5792.194829301848,4.0618899820483246e-16
Bx,mz,5794.237931534406,5.169003943915582e-15
Bx,mz,5796.281033766964,1.542201732402662e-15
Bx,mz,5798.324135999522,1.787206015835604e-16
Bx,mz,5800.36723823208,3.2438054245903747e-16
Bx,mz,5802.4103404646385,1.1621562083253685e-16
Bx,mz,5804.453442697196,2.857111257815717e-16
Bx,mz,5806.496544929754,1.4587585465245503e-15
Bx,mz,5808.539647162312,1.0165380547696054e-15
Bx,mz,5810.582749394869,1.951210511781773e-15
Bx,mz,5812.625851627428,4.0021526444646404e-15
Bx,mz,5814.668953859986,3.013913473834275e-15
Bx,mz,5816.712056092543,2.8703281068011333e-15
Bx,mz,5818.755158325102,7.841509752268471e-16
Bx,mz,5820.79826055766,1.3969663361831783e-15
Bx,mz,5822.841362790218,4.851675938512167e-17
Bx,mz,5824.884465022776,1.146227068967764e-15
Bx,mz,5826.927567255333,1.9812159546537899e-16
Bx,mz,5828.970669487892,2.5894425035298104e-16
Bx,mz,5831.01377172045,1.4382293914470622e-15
Bx,mz,5833.056873953007,2.0063906423155735e-15
Bx,mz,5835.0999761855655,1.0024467248934067e-15
Bx,mz,5837.143078418123,3.2978588592084855e-15
Bx,mz,5839.186180650681,6.116833315465949e-15
Bx,mz,5841.22928288324,1.1485354687980564e-14
Bx,mz,5843.272385115797,1.021800466013153e-14
Bx,mz,5845.315487348355,1.320438281500212e-15
Bx,mz,5847.358589580914,1.1727062999044518e-16
Bx,mz,5849.401691813471,1.1019260780628304e-15
Bx,mz,5851.4447940460295,3.1515096557266197e-15
Bx,mz,5853.487896278587,2.3164970625802187e-15
Bx,mz,5855.530998511145,5.186146130216094e-16
Bx,mz,5857.574100743704,6.40405541707191e-16
Bx,mz,5859.617202976261,2.632226962064771e-15
Bx,mz,5861.6603052088185,9.248541441863711e-16
Bx,mz,5863.703407441378,1.7138733760263561e-15
Bx,mz,5865.746509673935,3.975365582590616e-15
Bx,mz,5867.7896119064935,5.767636093043774e-16
Bx,mz,5869.832714139051,1.1680154205909387e-15
Bx,mz,5871.875816371608,5.665714202425871e-15
Bx,mz,5873.918918604168,3.2844913253045666e-15
Bx,mz,5875.962020836725,9.8304833088938e-16
Bx,mz,5878.0051230692825,2.0309057299026008e-16
Bx,mz,5880.048225301841,2.020300286437125e-15
Bx,mz,5882.091327534399,1.5436139067909128e-15
Bx,mz,5884.134429766957,7.412591363053379e-16
Bx,mz,5886.177531999515,2.3470081585327253e-16
Bx,mz,5888.220634232072,4.317801247742421e-15
Bx,mz,5890.263736464632,8.405448938138625e-15
Bx,mz,5892.306838697189,2.9266967490842652e-15
Bx,mz,5894.3499409297465,8.05543987170446e-16
Bx,mz,5896.393043162305,1.2906187821908112e-15
Bx,mz,5898.436145394862,2.480148785275297e-16
Bx,mz,5900.479247627421,3.6397490922366693e-16
Bx,mz,5902.522349859979,8.7980594729886535e-16
Bx,mz,5904.565452092536,2.437224101587256e-15
Bx,mz,5906.608554325094,2.112609967641568e-15
Bx,mz,5908.651656557653,7.937339710505664e-16
Bx,mz,5910.6947587902105,3.1340778564612846e-15
Bx,mz,5912.737861022769,2.287093469235135e-15
Bx,mz,5914.780963255326,1.1459174881247999e-15
Bx,mz,5916.824065487885,9.525642156025205e-17
Bx,mz,5918.867167720443,2.7925890655767288e-15
Bx,mz,5920.910269953,2.8072391320746777e-15
Bx,mz,5922.953372185558,8.127190689445379e-17
Bx,mz,5924.996474418117,4.609895419107645e-16
Bx,mz,5927.0395766506745,7.84080652606291e-16
Bx,mz,5929.082678883232,1.0613940941242862e-15
Bx,mz,5931.12578111579,6.25376912112773e-16
Bx,mz,5933.168883348348,6.898959887450538e-16
Bx,mz,5935.211985580906,3.107128854442956e-16
Bx,mz,5937.255087813464,1.2106330284174834e-16
Bx,mz,5939.298190046022,1.7044482641416914e-15
