run,signal,frequency_ghz,power
Bx,mx,273.77569916276815,6.679393897266971e-18
Bx,mx,275.81880139532615,6.05417300595636e-17
Bx,mx,277.86190362788403,8.678430214033723e-17
Bx,mx,279.90500586044203,2.5053006391898765e-17
Bx,mx,281.94810809300003,1.2364195597038004e-19
Bx,mx,283.99121032555803,6.203276330021153e-18
Bx,mx,286.03431255811597,4.1368882581226395e-18
Bx,mx,288.0774147906739,1.1300592640783392e-17
Bx,mx,290.1205170232319,1.402303113598685e-17
Bx,mx,292.16361925578985,6.94569450103295e-18
Bx,mx,294.20672148834785,1.914227274719667e-18
Bx,mx,296.24982372090585,2.6954279492063367e-17
Bx,mx,298.29292595346374,2.941053534234243e-17
Bx,mx,300.33602818602174,3.9915887857849225e-18
Bx,mx,302.37913041857973,2.11736194064918e-17
Bx,mx,304.42223265113773,1.4972814411211911e-16
Bx,mx,306.4653348836957,7.778498488354171e-16
Bx,mx,308.5084371162536,5.4198891146617096e-15
Bx,mx,310.5515393488116,2.3117161282540104e-14
Bx,mx,312.5946415813696,2.388159675553735e-14
Bx,mx,314.63774381392756,4.887098378815844e-15
Bx,mx,316.68084604648556,9.178440399468408e-16
Bx,mx,318.7239482790435,1.3985308754597186e-17
Bx,mx,320.76705051160144,3.700087253801025e-17
Bx,mx,322.81015274415944,4.725881453945267e-17
Bx,mx,324.85325497671744,1.6098075282726493e-16
Bx,mx,326.89635720927544,4.0459379517437486e-17
Bx,mx,328.9394594418333,1.6166313172370026e-17
Bx,mx,330.9825616743913,1.0675524430433869e-17
Bx,mx,333.0256639069493,9.225685765731804e-18
Bx,mx,335.06876613950726,1.2694002416448071e-17
Bx,mx,337.1118683720652,2.5862511302602463e-17
Bx,mx,339.1549706046232,5.694039181840094e-17
Bx,mx,341.1980728371812,2.0091513752948974e-17
Bx,mx,343.24117506973914,7.466577262887582e-19
Bx,mx,345.28427730229714,3.56331371009729e-18
Bx,mx,347.3273795348551,2.4359151760382833e-19
Bx,mx,349.370481767413,2.277056483344914e-17
Bx,mx,351.413583999971,2.9137878655651364e-17
Bx,mx,353.456686232529,2.8623347389053584e-17
Bx,mx,355.499788465087,3.852619385891106e-17
Bx,mx,357.5428906976449,5.967192566898915e-18
Bx,mx,359.5859929302029,1.4950449594293277e-17
Bx,mx,361.6290951627609,3.1137306106137616e-17
Bx,mx,363.67219739531885,3.5704224978927e-17
