# t (s)	mx ()	my ()	mz ()	E_total (J)
1.3012404181777627e-12	-4.6539306e-10	-9.241104e-10	0.99603015	1.1281097e-18
1.3504470404481746e-12	-4.6157836e-10	-9.2029573e-10	0.99603	1.1278855e-18
1.4000273171123683e-12	-4.692078e-10	-9.288788e-10	0.99603	1.1277922e-18
1.4517053322697091e-12	-4.348755e-10	-9.422302e-10	0.99603	1.1275657e-18
1.5004951426086995e-12	-4.272461e-10	-9.155273e-10	0.99603	1.1272141e-18
1.5519557919396138e-12	-4.5871734e-10	-9.326935e-10	0.99603	1.1269223e-18
1.6018568734052447e-12	-4.348755e-10	-9.241104e-10	0.99603	1.1269535e-18
1.6520724226077293e-12	-4.5585632e-10	-9.021759e-10	0.99603	1.1271032e-18
1.7018411962257722e-12	-4.6348572e-10	-8.8214874e-10	0.99603	1.1270848e-18
1.7515089539419055e-12	-4.924834e-10	-8.6593627e-10	0.99603	1.127031e-18
1.801693098408779e-12	-4.9591065e-10	-8.4495544e-10	0.99603	1.1271731e-18
1.852339519719529e-12	-4.920959e-10	-8.277893e-10	0.99603015	1.1275035e-18
1.900586671286589e-12	-5.302429e-10	-8.020401e-10	0.99603	1.1278804e-18
1.9519923508692866e-12	-5.569458e-10	-7.762909e-10	0.99603	1.1285748e-18
2.0009125050149226e-12	-5.3977967e-10	-7.2574613e-10	0.99603	1.1292944e-18
2.0509399568612807e-12	-5.760193e-10	-6.752014e-10	0.99603	1.1293873e-18
2.1006163877038903e-12	-5.8555605e-10	-6.58989e-10	0.99603	1.1293406e-18
2.1505441310664346e-12	-5.741119e-10	-6.5422057e-10	0.99603	1.1293936e-18
2.2001991510900695e-12	-5.817413e-10	-6.556511e-10	0.9960299	1.1293406e-18
2.250390676610344e-12	-6.065369e-10	-6.8724154e-10	0.99603	1.1295072e-18
2.302051373752877e-12	-6.2561034e-10	-6.818771e-10	0.99603	1.1303793e-18
2.3516252203983674e-12	-6.504059e-10	-6.122589e-10	0.99602985	1.1315128e-18
2.4001142839355333e-12	-6.6560507e-10	-6.2036515e-10	0.99603	1.1320647e-18
2.450723019411114e-12	-6.828308e-10	-6.275177e-10	0.99603	1.1324366e-18
2.5015500978812036e-12	-6.713867e-10	-6.3705446e-10	0.99603	1.1329221e-18
2.5506050121516795e-12	-6.828308e-10	-6.065369e-10	0.99603	1.133814e-18
2.600190681268815e-12	-7.5912476e-10	-5.7125094e-10	0.99602985	1.1350594e-18
2.65145792590613e-12	-7.827282e-10	-5.8460237e-10	0.9960299	1.1358247e-18
2.7000128913736484e-12	-7.648468e-10	-5.6362154e-10	0.99602985	1.1364772e-18
2.7510426058580877e-12	-7.762909e-10	-5.912781e-10	0.99602985	1.1371313e-18
2.801720190942244e-12	-7.8487394e-10	-5.736351e-10	0.99602985	1.1375954e-18
2.8500667216643634e-12	-7.858276e-10	-6.098747e-10	0.9960299	1.1381564e-18
2.9002087052312856e-12	-7.7056883e-10	-5.9986116e-10	0.99602985	1.1383496e-18
2.9501047695086586e-12	-7.724762e-10	-6.160736e-10	0.99602985	1.1384208e-18
3.000540858417483e-12	-7.7819823e-10	-6.232262e-10	0.99602985	1.1387715e-18
3.0510554213678292e-12	-7.8964235e-10	-6.1249733e-10	0.99602985	1.1391678e-18
3.1015723056205915e-12	-7.658005e-10	-6.4659117e-10	0.99602985	1.139569e-18
3.150216392631554e-12	-7.7819823e-10	-6.799698e-10	0.99602985	1.140347e-18
3.2000411047935775e-12	-7.6675416e-10	-6.875992e-10	0.99602985	1.1419852e-18
3.2507179740486903e-12	-7.8392026e-10	-7.3051454e-10	0.99602985	1.1444216e-18
3.3015951484265684e-12	-7.8201295e-10	-7.419586e-10	0.9960298	1.147177e-18
3.3515552722625354e-12	-7.5149537e-10	-7.2288514e-10	0.99602973	1.1491625e-18
3.400580983859483e-12	-7.610321e-10	-6.9999695e-10	0.99602973	1.1504009e-18
3.451171762097359e-12	-7.419586e-10	-6.7043304e-10	0.9960297	1.1509598e-18
3.5018132758166856e-12	-7.4386597e-10	-6.608963e-10	0.9960297	1.1515602e-18
3.55248555579619e-12	-7.133484e-10	-6.3323974e-10	0.9960297	1.15219e-18
3.600081571460036e-12	-6.904602e-10	-5.8722494e-10	0.9960296	1.1524247e-18
3.652124374725745e-12	-7.324219e-10	-5.455017e-10	0.9960297	1.1523289e-18
3.701956573976052e-12	-7.49588e-10	-5.054474e-10	0.9960296	1.1524046e-18
3.750156176226027e-12	-7.8201295e-10	-4.820824e-10	0.9960297	1.1530675e-18
3.801771544572041e-12	-8.277893e-10	-4.386902e-10	0.9960297	1.1544746e-18
3.850883639366641e-12	-9.002686e-10	-4.053116e-10	0.9960296	1.1559103e-18
3.9020606987966764e-12	-9.460449e-10	-3.8647652e-10	0.9960296	1.1570083e-18
3.952405284476839e-12	-9.670258e-10	-4.272461e-10	0.9960296	1.1574598e-18
4.002211529642281e-12	-9.851455e-10	-4.5394896e-10	0.9960297	1.1575314e-18
4.051978107402782e-12	-9.860992e-10	-4.1484832e-10	0.9960296	1.1575781e-18
4.102160857708226e-12	-1.0128022e-09	-4.4822693e-10	0.9960296	1.1579172e-18
4.150213168938189e-12	-1.0128022e-09	-5.121231e-10	0.9960297	1.1585275e-18
4.200436374800174e-12	-1.0280609e-09	-5.350113e-10	0.9960296	1.1589079e-18
4.250156936282962e-12	-1.0509491e-09	-5.5122373e-10	0.9960296	1.1589296e-18
4.300294643030695e-12	-1.0585784e-09	-5.8746336e-10	0.9960296	1.1592504e-18
4.350822908849239e-12	-1.0690689e-09	-6.456375e-10	0.9960296	1.1598678e-18
4.401573052418778e-12	-1.0356903e-09	-6.3323974e-10	0.99602956	1.1606736e-18
4.450036406846974e-12	-1.0414124e-09	-6.26564e-10	0.9960296	1.1616651e-18
4.501652764004285e-12	-1.0185242e-09	-6.6184996e-10	0.99602956	1.1632924e-18
4.5511746996353484e-12	-1.0414124e-09	-6.5612793e-10	0.99602956	1.1653848e-18
4.600184879262687e-12	-1.1310577e-09	-6.351471e-10	0.9960295	1.1669857e-18
4.6513918364453406e-12	-1.209259e-09	-6.0081484e-10	0.99602944	1.1683205e-18
4.7021156374788714e-12	-1.2931823e-09	-5.302429e-10	0.9960294	1.1692113e-18
4.75046307828216e-12	-1.4333725e-09	-4.4441223e-10	0.9960293	1.1702216e-18
4.800980254078567e-12	-1.4781952e-09	-4.310608e-10	0.9960293	1.1709497e-18
4.851014022009117e-12	-1.4381408e-09	-4.2057038e-10	0.9960293	1.1712554e-18
4.90082827732772e-12	-1.4171601e-09	-4.0292739e-10	0.9960293	1.1713799e-18
4.9507975789354835e-12	-1.4152527e-09	-4.668236e-10	0.9960293	1.1716364e-18
5.001361370961472e-12	-1.4209748e-09	-5.149841e-10	0.9960294	1.1724243e-18
5.051717532200786e-12	-1.4648438e-09	-5.631447e-10	0.9960293	1.1730292e-18
5.101188187402045e-12	-1.4419556e-09	-6.1035155e-10	0.9960293	1.1728837e-18
5.152247591146948e-12	-1.3036728e-09	-6.141663e-10	0.9960294	1.1720871e-18
5.200427728339536e-12	-1.2065768e-09	-6.2561034e-10	0.9960294	1.1710483e-18
5.251188269596451e-12	-1.0795593e-09	-6.501675e-10	0.9960294	1.1700788e-18
5.302022221562547e-12	-9.555816e-10	-6.3037875e-10	0.99602944	1.1691666e-18
5.350531647374844e-12	-8.6593627e-10	-6.2942507e-10	0.9960294	1.1683695e-18
5.401545524575807e-12	-7.9059603e-10	-6.0939787e-10	0.9960294	1.16759e-18
5.450037000850601e-12	-7.4768064e-10	-6.160736e-10	0.99602944	1.1667992e-18
5.500890758221167e-12	-6.942749e-10	-6.0749056e-10	0.99602944	1.1659398e-18
5.552309132140955e-12	-6.942749e-10	-5.7315824e-10	0.99602944	1.1654483e-18
5.602484146770834e-12	-6.752014e-10	-5.531311e-10	0.9960294	1.165874e-18
5.650267174048071e-12	-6.828308e-10	-5.569458e-10	0.9960295	1.1663713e-18
5.7000602602218735e-12	-6.427765e-10	-5.722046e-10	0.9960295	1.1664883e-18
5.7521662576968546e-12	-6.4086914e-10	-5.207062e-10	0.9960294	1.1664794e-18
5.80187666282922e-12	-6.5422057e-10	-5.149841e-10	0.99602944	1.1665361e-18
5.8520350871009275e-12	-6.5612793e-10	-5.130768e-10	0.9960294	1.166952e-18
5.900119710480678e-12	-6.6184996e-10	-5.7029725e-10	0.99602944	1.1677238e-18
5.950154560722823e-12	-7.324219e-10	-5.903244e-10	0.9960294	1.1680451e-18
6.000085687742339e-12	-7.9154966e-10	-6.0844424e-10	0.9960294	1.1682829e-18
6.050501059544106e-12	-9.365082e-10	-6.3443184e-10	0.9960294	1.1689365e-18
6.1017992863379e-12	-1.0271073e-09	-6.0367583e-10	0.9960294	1.1704487e-18
6.1509126321685584e-12	-1.1177063e-09	-6.3228606e-10	0.9960293	1.1723277e-18
6.202067557370994e-12	-1.1310577e-09	-6.4468386e-10	0.9960293	1.173756e-18
6.250474416794291e-12	-1.1291504e-09	-6.5398215e-10	0.9960293	1.174932e-18
6.301583604373861e-12	-1.1672974e-09	-6.189346e-10	0.9960293	1.1763547e-18
6.350100727448661e-12	-1.2226105e-09	-6.23703e-10	0.9960293	1.1776905e-18
6.4012969104552e-12	-1.329422e-09	-7.038116e-10	0.9960292	1.179263e-18
6.450191483084445e-12	-1.4133453e-09	-7.9727175e-10	0.99602926	1.1810898e-18
6.5013684044398686e-12	-1.4305115e-09	-9.51767e-10	0.99602914	1.1827051e-18
6.551746257999996e-12	-1.4390945e-09	-1.0967255e-09	0.99602914	1.18346e-18
6.6015322143332355e-12	-1.4324189e-09	-1.1768341e-09	0.9960292	1.1836286e-18
6.650588063850667e-12	-1.3694763e-09	-1.2378693e-09	0.99602914	1.1831548e-18
6.701260998594981e-12	-1.2683868e-09	-1.2683868e-09	0.99602926	1.1820157e-18
6.751537170371056e-12	-1.1940002e-09	-1.2607575e-09	0.9960292	1.180621e-18
6.801111275805878e-12	-1.1348724e-09	-1.2216568e-09	0.9960292	1.178826e-18
6.850133686542255e-12	-1.0881424e-09	-1.0926724e-09	0.99602926	1.1767795e-18
6.900877014053734e-12	-1.0242462e-09	-9.198189e-10	0.99602926	1.1744069e-18
6.9508960155552376e-12	-1.0471344e-09	-6.9332123e-10	0.9960293	1.1718178e-18
7.0002528471030025e-12	-9.915233e-10	-4.6634674e-10	0.9960293	1.1690919e-18
7.0513209756595344e-12	-9.651184e-10	-1.3256073e-10	0.9960294	1.1661919e-18
7.102131715745075e-12	-8.840561e-10	1.7261505e-10	0.9960294	1.1633349e-18
7.150809525266388e-12	-8.2969664e-10	4.8732757e-10	0.9960294	1.1607212e-18
7.202244787821729e-12	-7.8201295e-10	6.685257e-10	0.9960294	1.1582154e-18
7.252147990456755e-12	-6.980896e-10	8.325577e-10	0.99602956	1.1560873e-18
7.300334422303968e-12	-5.8460237e-10	9.1266633e-10	0.9960295	1.154279e-18
7.351876459175189e-12	-4.8065185e-10	9.756088e-10	0.99602956	1.152797e-18
7.402134984729939e-12	-4.0626527e-10	9.787082e-10	0.9960296	1.1518412e-18
7.451167970102311e-12	-3.5858155e-10	9.613037e-10	0.9960296	1.1515214e-18
7.50112618580763e-12	-2.6321412e-10	9.431839e-10	0.9960297	1.1517538e-18
7.551846074183776e-12	-2.2697448e-10	9.515285e-10	0.9960296	1.1525195e-18
7.600873337376238e-12	-2.155304e-10	9.536744e-10	0.9960296	1.1539418e-18
7.650013020457883e-12	-2.2506715e-10	9.212494e-10	0.9960296	1.1554985e-18
7.701217687804771e-12	-1.964569e-10	9.045601e-10	0.99602956	1.1567073e-18
7.752191027402628e-12	-2.2888183e-10	9.012222e-10	0.9960296	1.1577416e-18
7.800420282365235e-12	-2.8991698e-10	8.8477137e-10	0.9960296	1.1585755e-18
7.851106910383141e-12	-3.4332276e-10	8.621216e-10	0.99602956	1.1593982e-18
7.90182658963849e-12	-4.425049e-10	8.1253054e-10	0.9960296	1.1602603e-18
7.952250566184412e-12	-4.8828125e-10	8.0013274e-10	0.99602956	1.1608923e-18
8.002086979524827e-12	-4.386902e-10	8.0680845e-10	0.99602956	1.1610777e-18
8.051555442592768e-12	-3.8909911e-10	9.1600416e-10	0.9960296	1.1610029e-18
8.100779934199825e-12	-2.861023e-10	9.860992e-10	0.99602956	1.1607671e-18
8.152187353210679e-12	-1.3935567e-10	1.0566712e-09	0.99602956	1.1603421e-18
8.200871028408224e-12	1.3351441e-11	1.0900497e-09	0.99602956	1.1597758e-18
8.251913005925899e-12	1.3923646e-10	1.1587143e-09	0.99602956	1.1591412e-18
8.30078228606611e-12	2.784729e-10	1.200676e-09	0.99602956	1.1586938e-18
8.35006336100543e-12	3.604889e-10	1.329422e-09	0.9960295	1.158505e-18
8.401951276370455e-12	3.929138e-10	1.4400482e-09	0.99602956	1.1583998e-18
8.451252893086016e-12	4.272461e-10	1.5811921e-09	0.99602956	1.1582265e-18
8.500404239444295e-12	4.3296813e-10	1.6446113e-09	0.99602956	1.1579588e-18
8.55154118266671e-12	5.2642823e-10	1.6860962e-09	0.99602956	1.1574006e-18
8.602082635796457e-12	6.2942507e-10	1.6384125e-09	0.9960296	1.1565271e-18
8.652385945275162e-12	6.8473816e-10	1.6059876e-09	0.9960296	1.1555485e-18
8.700427827900892e-12	6.799698e-10	1.5897751e-09	0.9960296	1.1546945e-18
8.751369320503813e-12	6.2179567e-10	1.531601e-09	0.9960297	1.1540598e-18
8.800434265792004e-12	5.235672e-10	1.4686584e-09	0.9960297	1.1537612e-18
8.852141386797106e-12	4.6539306e-10	1.4171601e-09	0.9960296	1.1535595e-18
8.901569011987004e-12	3.8337708e-10	1.4247894e-09	0.9960296	1.1534783e-18
8.951340893052268e-12	3.0994415e-10	1.3782978e-09	0.9960297	1.1536149e-18
9.001283728999617e-12	2.6702882e-10	1.379013e-09	0.9960297	1.1538657e-18
9.051526473504818e-12	2.309382e-10	1.3866425e-09	0.9960296	1.1543262e-18
9.102423382015789e-12	1.6975403e-10	1.3713837e-09	0.9960296	1.1552912e-18
9.151843462104127e-12	1.4305115e-10	1.3079643e-09	0.9960297	1.1571915e-18
9.20163942813107e-12	1.411438e-10	1.3074875e-09	0.9960296	1.1595314e-18
9.250920487168754e-12	9.346008e-11	1.3186932e-09	0.99602956	1.1613995e-18
9.302518456684326e-12	0	1.2578965e-09	0.99602956	1.1631363e-18
9.351604026268559e-12	-4.196167e-11	1.2128353e-09	0.99602956	1.1648963e-18
9.400866751933031e-12	-1.8692016e-10	1.1768341e-09	0.99602956	1.1668926e-18
9.450484826453728e-12	-2.5939942e-10	1.105547e-09	0.99602944	1.1693587e-18
9.502540345992588e-12	-3.528595e-10	1.0020733e-09	0.9960294	1.1718294e-18
9.551136067299719e-12	-4.692078e-10	8.840561e-10	0.9960294	1.173266e-18
9.601371165094824e-12	-5.168915e-10	7.11441e-10	0.9960294	1.1738781e-18
9.651018070226603e-12	-4.97818e-10	5.7029725e-10	0.9960293	1.1739705e-18
9.700171828627739e-12	-4.692078e-10	4.7969817e-10	0.9960294	1.1736679e-18
9.751099665182215e-12	-5.016327e-10	3.929138e-10	0.99602944	1.1728574e-18
9.801567303646003e-12	-5.3405763e-10	2.565384e-10	0.9960293	1.1717576e-18
9.851888955682841e-12	-4.844666e-10	5.7220458e-11	0.9960294	1.1705836e-18
9.902233949561565e-12	-4.310608e-10	-8.6784364e-11	0.9960294	1.1694405e-18
9.95206746078656e-12	-3.4332276e-10	-1.7738343e-10	0.99602944	1.1680338e-18
1.0001440594780961e-11	-2.6321412e-10	-3.1661987e-10	0.99602944	1.1664231e-18
1.005088768124841e-11	-1.04904176e-10	-4.119873e-10	0.9960295	1.1648809e-18
1.0101037636280158e-11	2.0980835e-11	-4.5490264e-10	0.99602956	1.16372e-18
1.0150045966999756e-11	1.1062622e-10	-5.3977967e-10	0.99602956	1.1633706e-18
1.020063269874294e-11	2.6130675e-10	-5.7697297e-10	0.99602956	1.1642271e-18
1.0252071198670598e-11	3.7765502e-10	-6.437302e-10	0.99602956	1.1658901e-18
1.0300470536015338e-11	4.787445e-10	-6.6184996e-10	0.9960295	1.1670398e-18
1.0351086303738025e-11	5.9318545e-10	-6.3705446e-10	0.99602944	1.1679527e-18
1.0401904486799228e-11	6.961823e-10	-6.192923e-10	0.99602944	1.1690707e-18
1.045040988218401e-11	8.0394746e-10	-5.8841704e-10	0.9960294	1.170375e-18
1.0501312532701674e-11	8.7451935e-10	-5.4740906e-10	0.9960294	1.1716138e-18
1.0551962652089203e-11	9.746551e-10	-4.348755e-10	0.9960294	1.1726188e-18
1.0602397510677824e-11	1.0318756e-09	-2.9945374e-10	0.9960293	1.1734283e-18
1.0652467118442876e-11	1.0795593e-09	-1.6069412e-10	0.9960293	1.1739077e-18
1.0701979424973838e-11	1.1520386e-09	-2.6702881e-11	0.9960293	1.1739053e-18
1.0751280019787108e-11	1.1997223e-09	1.2397766e-10	0.99602926	1.1737317e-18
1.080067044276542e-11	1.2588501e-09	2.5558472e-10	0.99602926	1.1736313e-18
1.0850025954345797e-11	1.2741089e-09	3.657341e-10	0.99602926	1.1735043e-18
1.0901236036179732e-11	1.2702942e-09	4.7516824e-10	0.99602926	1.1729109e-18
1.0951928214762237e-11	1.2588501e-09	5.3977967e-10	0.9960293	1.1719681e-18
1.1000080967373112e-11	1.2655258e-09	6.1178207e-10	0.99602926	1.1710011e-18
1.1050856032965664e-11	1.2025834e-09	7.2526934e-10	0.9960293	1.1701339e-18
1.1102056856633664e-11	1.1119843e-09	7.953644e-10	0.9960294	1.1695576e-18
1.1151049638070455e-11	9.880066e-10	7.8964235e-10	0.9960294	1.1691738e-18
1.120045008003861e-11	9.498596e-10	8.1682205e-10	0.9960294	1.1690931e-18
1.125038720406156e-11	8.869171e-10	8.983612e-10	0.9960294	1.1694419e-18
1.1300189507700544e-11	8.1253054e-10	9.48906e-10	0.9960293	1.1696799e-18
1.1350003715816468e-11	7.419586e-10	1.0251999e-09	0.9960294	1.1699295e-18
1.1402052694054232e-11	5.7029725e-10	1.0948181e-09	0.9960294	1.1699885e-18
1.1450922810486816e-11	5.722046e-10	1.0757446e-09	0.9960294	1.1695202e-18
1.1501675284753481e-11	5.159378e-10	1.0457039e-09	0.9960294	1.1686603e-18
1.1552075742923464e-11	5.130768e-10	9.775162e-10	0.9960294	1.1675974e-18
1.160236976972489e-11	4.901886e-10	9.2601776e-10	0.99602944	1.1664873e-18
1.1650223267982686e-11	5.1116944e-10	8.096695e-10	0.99602956	1.1654193e-18
1.1700374477206307e-11	5.226135e-10	7.6007844e-10	0.99602956	1.1642632e-18
1.1750424246012444e-11	5.621016e-10	7.2193146e-10	0.9960296	1.1630723e-18
1.1800465830876952e-11	6.0844424e-10	6.7067146e-10	0.99602956	1.1618966e-18
1.1850420067683028e-11	6.6661837e-10	6.937981e-10	0.99602956	1.1606967e-18
1.1900130002515133e-11	7.1525574e-10	7.87735e-10	0.9960296	1.1594023e-18
1.1951937244557861e-11	7.7056883e-10	8.6021423e-10	0.99602956	1.1579535e-18
1.2001281892511942e-11	7.953644e-10	9.098053e-10	0.9960296	1.1565526e-18
1.2050784633579336e-11	7.734299e-10	9.975434e-10	0.99602956	1.1552461e-18
1.2100789693833642e-11	6.566346e-10	1.0271073e-09	0.9960296	1.1541824e-18
1.2151568456949348e-11	5.3977967e-10	9.822846e-10	0.9960296	1.1535052e-18
1.2200665273648659e-11	4.2915344e-10	9.021759e-10	0.9960297	1.1532674e-18
1.2250289805423766e-11	4.1148066e-10	8.0680845e-10	0.9960297	1.1533505e-18
1.2300101311948841e-11	2.784729e-10	7.419586e-10	0.9960297	1.1535563e-18
1.2352334208138806e-11	2.7656555e-10	6.3705446e-10	0.9960297	1.1537275e-18
1.2401915522871405e-11	2.4032593e-10	5.817413e-10	0.9960297	1.1537848e-18
1.2451318912107103e-11	2.346039e-10	5.557537e-10	0.99602973	1.1537307e-18
1.2500547396115405e-11	1.6975403e-10	5.893707e-10	0.99602973	1.1535706e-18
1.2552143247058497e-11	7.492304e-11	5.7983396e-10	0.99602973	1.1533474e-18
1.2601302000642255e-11	1.9073486e-11	5.82695e-10	0.99602973	1.1531485e-18
1.2650667525469116e-11	-5.3405762e-11	6.2274935e-10	0.99602973	1.1530742e-18
1.2700408410414283e-11	-1.2969971e-10	6.1798094e-10	0.99602973	1.1532373e-18
1.2750711070456055e-11	-2.4604796e-10	6.1035155e-10	0.99602973	1.1537892e-18
1.2801699995754674e-11	-3.3950806e-10	5.7888033e-10	0.99602973	1.1548784e-18
1.2850748664979144e-11	-4.4059753e-10	4.987717e-10	0.9960297	1.1564678e-18
1.2900101489793681e-11	-5.073547e-10	4.1389464e-10	0.9960297	1.1583929e-18
1.2951852608177946e-11	-5.7792665e-10	2.6988983e-10	0.9960296	1.1602779e-18
1.3000837617101341e-11	-6.5231326e-10	2.1600723e-10	0.9960296	1.1619361e-18
1.3052166125476584e-11	-6.9999695e-10	8.773804e-11	0.99602956	1.1634924e-18
1.3100119786034606e-11	-7.5912476e-10	-9.36985e-11	0.99602956	1.1642504e-18
1.315229390047913e-11	-7.953644e-10	-1.6307831e-10	0.9960295	1.1644202e-18
1.320149472855539e-11	-9.288788e-10	-2.2888183e-10	0.99602956	1.164224e-18
1.325050201326072e-11	-1.0623932e-09	-3.1375885e-10	0.9960295	1.1638969e-18
1.3301887165777907e-11	-1.2130738e-09	-4.5585632e-10	0.9960295	1.1635064e-18
1.3350720982197838e-11	-1.2779235e-09	-5.426407e-10	0.9960295	1.1630702e-18
1.3401862365488417e-11	-1.3866425e-09	-4.7969817e-10	0.99602944	1.1625303e-18
1.3450513984628712e-11	-1.5544891e-09	-4.3392182e-10	0.99602944	1.1619875e-18
1.3501451520642371e-11	-1.7267168e-09	-3.6811829e-10	0.9960294	1.1613352e-18
1.3551668600758366e-11	-1.8386841e-09	-2.5463104e-10	0.9960294	1.1602928e-18
1.3601245089731787e-11	-1.865387e-09	-8.8691714e-11	0.9960294	1.1589589e-18
1.3650290138740444e-11	-1.8424988e-09	1.4519691e-10	0.9960295	1.1574265e-18
1.3701208198348042e-11	-1.8081665e-09	4.467964e-10	0.99602944	1.1556865e-18
1.3751727901163316e-11	-1.8539429e-09	7.7533724e-10	0.9960295	1.153857e-18
1.3801934631711777e-11	-1.8025339e-09	1.0328293e-09	0.9960295	1.1519838e-18
1.3851813441864368e-11	-1.6651154e-09	1.379013e-09	0.9960295	1.1500752e-18
1.3901392617552664e-11	-1.543045e-09	1.789093e-09	0.99602956	1.148149e-18
1.3950717172511895e-11	-1.4610291e-09	2.286911e-09	0.99602956	1.1462255e-18
1.400212374852985e-11	-1.373291e-09	2.9489995e-09	0.9960296	1.14425e-18
1.4051281351859785e-11	-1.405716e-09	3.6563874e-09	0.9960296	1.1424223e-18
1.410047566640369e-11	-1.6050339e-09	4.3268202e-09	0.9960296	1.1406659e-18
1.4151646137503268e-11	-1.8577576e-09	5.0740243e-09	0.99602973	1.1388417e-18
1.4200417535872712e-11	-2.1820068e-09	5.772591e-09	0.9960297	1.1371316e-18
1.4251358256439006e-11	-2.6493072e-09	6.543398e-09	0.99602973	1.1353989e-18
1.4300174581006945e-11	-3.1394958e-09	7.221222e-09	0.9960298	1.133812e-18
1.435148527969549e-11	-3.6563874e-09	7.801056e-09	0.99602973	1.1322591e-18
1.4401062582390759e-11	-4.0798187e-09	8.318662e-09	0.99602973	1.1309033e-18
1.4451467197694481e-11	-4.497528e-09	8.721352e-09	0.99602973	1.1297427e-18
1.4500663578814152e-11	-4.7588347e-09	8.8939665e-09	0.99602985	1.1288974e-18
1.455112847565485e-11	-4.8532485e-09	9.021759e-09	0.99602985	1.128403e-18
1.4600395197844763e-11	-4.9037934e-09	9.073258e-09	0.9960298	1.1283362e-18
1.465078877945575e-11	-4.8542024e-09	9.000778e-09	0.99602985	1.1287284e-18
1.4702049973909294e-11	-4.7950746e-09	8.940697e-09	0.99602985	1.1295494e-18
1.4751379970523867e-11	-4.652023e-09	8.848191e-09	0.9960298	1.1307064e-18
1.4801388766662373e-11	-4.4822692e-09	8.769035e-09	0.9960298	1.1323448e-18
1.4852213549876665e-11	-4.356384e-09	8.718491e-09	0.99602985	1.1346869e-18
1.4901197977728613e-11	-4.2285917e-09	8.533478e-09	0.9960298	1.1378115e-18
1.4950171228216025e-11	-4.0626524e-09	8.432627e-09	0.9960298	1.1411387e-18
1.5001607944784997e-11	-3.917694e-09	8.348465e-09	0.99602973	1.1446063e-18
1.505016127944407e-11	-3.757477e-09	8.245468e-09	0.9960297	1.147901e-18
1.5101108765563804e-11	-3.6392211e-09	8.202076e-09	0.9960297	1.1512314e-18
1.5151588979366604e-11	-3.5076142e-09	8.140564e-09	0.9960297	1.1542015e-18
1.5201615995678258e-11	-3.4294128e-09	8.106708e-09	0.9960296	1.1567957e-18
1.5250968576554056e-11	-3.3130645e-09	7.97987e-09	0.9960296	1.1587706e-18
1.5302046218783514e-11	-3.1173528e-09	7.874489e-09	0.99602956	1.1600586e-18
1.535249997999879e-11	-2.9716491e-09	7.853031e-09	0.9960296	1.1608235e-18
1.54000939390331e-11	-2.872467e-09	7.726669e-09	0.99602956	1.1612852e-18
1.5452469444987096e-11	-2.723694e-09	7.580757e-09	0.99602956	1.1616223e-18
1.550212923966308e-11	-2.5548934e-09	7.447243e-09	0.99602956	1.1617802e-18
1.555132732312424e-11	-2.4204254e-09	7.3356627e-09	0.99602956	1.1616126e-18
