0,0,0,0
1,-1.60E-12,5.55E-13,-5.52E-11
2,-8.94E-16,-3.15E-13,-2.63E-12
3,-1.99E-12,-1.88E-12,-1.99E-11
4,7.83E-13,1.20E-12,-1.91E-11
5,8.82E-13,4.50E-12,-1.48E-11
6,-5.41E-14,2.58E-13,-2.95E-11
,,,
,,,
,,,
,,,
