label,frame,time_ns,global_rms,core_rms,background_rms,core_to_background_rms,core_energy_fraction,core_count,centroid_x_nm,centroid_y_nm,centroid_z_nm,dx_nm,dy_nm,dz_nm,displacement_nm
srcX_1000GHz,7,0.07,0.042312423060734065,0.3132808854699123,0.041264654133657076,7.591991064681869,0.04977575442632821,925,24.96848711804248,25.012686499498262,25.23034282652104,-0.031505939961324,0.012687828490985709,0.1798775654328324,0.18305612197002896
srcX_1000GHz,8,0.08,0.04690938804051028,0.44223453034127386,0.04499722598969713,9.82803985389079,0.08069964303185044,948,24.956729158640982,25.012914921799336,25.342021126353508,-0.04326389936282027,0.012916250792059714,0.29155586526530186,0.2950312137608468
srcX_1000GHz,9,0.09,0.05220412706386645,0.5929122361497798,0.04907397264022483,12.082010162425346,0.11712699431326767,988,24.943453112925788,25.014545339945226,25.48347318183659,-0.05653994507801485,0.014546668937949647,0.4330079207483841,0.4369258866186051
srcX_1000GHz,10,0.1,0.05834960422812149,0.7565680732373214,0.05373605246566645,14.079338517110372,0.15265324472126088,966,24.92507892329633,25.018539537962482,25.66180350863529,-0.07491413470747332,0.01854086695520607,0.611338247547085,0.6161901851217375
srcX_1000GHz,11,0.11,0.06548521704142285,0.9231141450257753,0.05931074870065177,15.564027857494086,0.18043056852810985,1007,24.909829299763707,25.022200617015283,25.87915340432631,-0.09016375824009515,0.022201946008006956,0.8286881432381037,0.8338743721028585
srcX_1000GHz,12,0.12,0.07331139359950334,1.078237159339571,0.06574837625979077,16.39944924387403,0.1964135692641138,1017,24.890386964794192,25.02433479368913,26.137765713357933,-0.10960609320961012,0.024336122681852146,1.0873004522697265,1.093081888991768
srcX_1000GHz,13,0.13,0.08131728649224855,1.212003332100665,0.07268761934091932,16.674137123904547,0.20171013498576118,1006,24.866901577573405,25.02705945607497,26.42786883729434,-0.13309148043039798,0.02706078506769316,1.3774035762061345,1.3840831766902897
srcX_1000GHz,14,0.14,0.08920170457642718,1.3211433600800513,0.07986171841900457,16.542886707602587,0.19917711354158382,1004,24.844267619431967,25.033821816673886,26.741177245959967,-0.15572543857183518,0.03382314566660938,1.6907119848717613,1.6982053566015465
srcX_1000GHz,15,0.15,0.09644257486518264,1.4057207841200279,0.08668182325706755,16.21701910850627,0.19290628925434153,1017,24.823667029372917,25.04753226344844,27.070643179686236,-0.17632602863088565,0.0475335924411624,2.02017791859803,2.028415424308879
srcX_1000GHz,16,0.16,0.10272535111264487,1.4698600983053705,0.09272853673946155,15.85121635678585,0.18590136589366885,1031,24.808320818592154,25.064462625063324,27.402118349643388,-0.19167223941164835,0.06446395405604832,2.3516530885551816,2.3603317770272767
srcX_1000GHz,17,0.17,0.10796700016296387,1.5188827422213973,0.097830481287495,15.525659510534839,0.17970173665922912,1044,24.79583391134286,25.077769116153206,27.7317580875834,-0.20415914666094181,0.07777044514593001,2.681292826495195,2.6901785109390253
srcX_1000GHz,18,0.18,0.11227783855982285,1.5574963774419535,0.10204482514878332,15.262864875030102,0.17472371369515788,1033,24.77909075705491,25.08310957295185,28.099011169300127,-0.22090230094889307,0.08311090194457549,3.0485459082119206,3.0576686221796825
srcX_1000GHz,19,0.19,0.11594083107159998,1.5884947101901976,0.10564677132942722,15.035903986473581,0.1704451218425494,1022,24.763253297899894,25.09193092635367,28.515413009449514,-0.23673976010390874,0.09193225534639282,3.4649477483613076,3.474242385392998
srcX_1000GHz,20,0.2,0.11913372623324153,1.614380438759569,0.10879862717857482,14.838242729936589,0.1667355361241771,1046,24.756074253480207,25.116029634766946,28.98851537517683,-0.24391880452359516,0.1160309637596697,3.9380501140886253,3.9473026573629557
srcX_1000GHz,21,0.21,0.12213125337442263,1.635738212896051,0.11179405389601277,14.631710327076625,0.1628770216570974,1071,24.757010259007053,25.140927572708144,29.499703236535353,-0.24298279899674924,0.14092890170086747,4.449237975447147,4.4580960238765535
srcX_1000GHz,22,0.22,0.12494454752562399,1.6528419557951084,0.11464083214501648,14.417567675226952,0.158896337931133,1081,24.757647376753084,25.16121786502486,30.036628863278306,-0.24234568125071831,0.16121919401758333,4.9861636021901,4.994652192650245
srcX_1000GHz,23,0.23,0.12753321768218231,1.6642431339544137,0.1173129382216949,14.186356246651762,0.1546225253423005,1049,24.755400079496177,25.176309114617275,30.56191277241265,-0.24459297850762596,0.17631044360999937,5.5114475113244445,5.519688828887513
srcX_1000GHz,24,0.24,0.12975553287685443,1.6706292062051376,0.11964642413669825,13.963051702208942,0.15052000236238336,1088,24.756225037875666,25.193544639265497,31.11261805887035,-0.2437680201281367,0.19354596825822057,6.062152797782144,6.07013833723121
srcX_1000GHz,25,0.25,0.131546614089382,1.6753503933157263,0.1215292096955776,13.785577948810538,0.14727797497180697,1072,24.748528935634443,25.229209816812418,31.65916503148564,-0.25146412236935944,0.22921114580514157,6.608699770397433,6.617453030392538
srcX_1000GHz,26,0.26,0.13284242096403587,1.6802493322022296,0.12287114076363465,13.674889984414646,0.14526458509590925,1077,24.744126529307515,25.247675213379125,32.172808761174075,-0.2558665286962878,0.247676542371849,7.122343500085869,7.131240304699022
srcX_1000GHz,27,0.27,0.1337031128564233,1.6829140886126894,0.1237691173415093,13.59720522179307,0.14385557714076083,1089,24.735442657349633,25.269849379603926,32.71621253986235,-0.26455040065416924,0.2698507085966497,7.665747278774141,7.675056199237211
srcX_1000GHz,28,0.28,0.13421632688734403,1.6825143765508537,0.12432876553888722,13.532784382264307,0.14268973048140574,1107,24.73638465095294,25.30201858886734,33.31164868127866,-0.26360840705086375,0.3020199178600649,8.261183420190456,8.270904238659869
srcX_1000GHz,29,0.29,0.1345107716499023,1.6822140786322577,0.12465054125128357,13.495441429661144,0.14201500940633188,1086,24.74366053902243,25.330244835346825,33.95705992889117,-0.2563325189813739,0.3302461643395489,8.906594667802963,8.916400476979737
srcX_1000GHz,30,0.3,0.13465602981854513,1.6836086836551374,0.12479032664935262,13.491499933211141,0.14194384045347203,1130,24.744320814530965,25.360924883392872,34.626980092994565,-0.2556722434728371,0.3609262123855963,9.576514831906358,9.586723754891027
srcX_1000GHz,31,0.31,0.13470495162036059,1.6844213392851466,0.12483319961940746,13.493376316722033,0.1419777199294302,1088,24.745477133728414,25.375120707106834,35.28234840384911,-0.25451592427538827,0.3751220360995582,10.231883142760907,10.241920110252376
srcX_1000GHz,32,0.32,0.13470202268636328,1.683632883377929,0.12483970272620551,13.48635767797701,0.14185100371677184,1098,24.750205227527143,25.402972544479837,35.95296357704767,-0.24978783047665942,0.4029738734725612,10.902498315959463,10.912802180579224
srcX_1000GHz,33,0.33,0.13468113915000005,1.682961586846652,0.12482537610863728,13.482527666345238,0.14178186778160282,1140,24.75553597198135,25.427219016249122,36.61839241836435,-0.24445708602245375,0.42722034524184593,11.567927157276145,11.57839432764069
srcX_1000GHz,34,0.34,0.13469421537434387,1.6841908418504798,0.12482443040555442,13.492477685486293,0.14196149423148866,1120,24.75440788012806,25.45772946900292,37.308413171875955,-0.24558517787574274,0.4577307979956444,12.257947910787749,12.268949284539884
srcX_1000GHz,35,0.35000000000000003,0.13473657075416623,1.6847329369176314,0.12486352899936282,13.49259427807962,0.14196359940259262,1120,24.750160286803663,25.49517668077092,37.991794256781795,-0.2498327712001398,0.4951780097636451,12.941328995693588,12.953208631443356
srcX_1000GHz,36,0.36,0.13484256669566394,1.684362541340583,0.12498253981624848,13.476782787555464,0.14167818232251242,1147,24.756584016825848,25.527730215118336,38.61182356937132,-0.24340904117795503,0.5277315441110595,13.561358308283111,13.573805203759791
srcX_1000GHz,37,0.37,0.13494024932220733,1.6837086152122311,0.12509601897488495,13.459330113057097,0.14136330826923627,1108,24.768241635831842,25.566427203259472,39.08836384801126,-0.23175142217196054,0.5664285322521962,14.037898586923056,14.051232925994945
srcX_1000GHz,38,0.38,0.13457440225938977,1.6845721161227127,0.12469033594513122,13.510045532830969,0.14227878409268163,1062,24.777628355899388,25.60758637274139,39.221188807975985,-0.2223647021044144,0.6075877017341149,14.170723546887778,14.185486058586793
srcX_1000GHz,39,0.39,0.1334726167273969,1.685215834929373,0.1234913346236951,13.646429849224575,0.1447479965171792,893,24.78425262787478,25.645476528083883,38.95359989789945,-0.21574043012902422,0.6454778570766067,13.903134636811245,13.919782265770863
srcX_1000GHz,40,0.4,0.13231484142858282,1.6848846753883366,0.12224206392991553,13.783182492356508,0.14723433111968534,807,24.787341743774896,25.670330951314018,38.504890806239125,-0.21265131422890704,0.6703322803067415,13.454425545150919,13.472792312563648
srcX_1000GHz,41,0.41000000000000003,0.1314367204564864,1.684517620557593,0.12129480582960335,13.887796835455815,0.14914322724940757,744,24.7925653049301,25.68120591259477,38.03686827492537,-0.2074277530737021,0.6812072415874937,12.986403013837162,13.005911456585247
srcX_1000GHz,42,0.42,0.1307684752444732,1.6855387778775708,0.12055673237106339,13.981291170779459,0.15085413731196476,712,24.785332230056458,25.684288334360968,37.608917553777246,-0.21466082794734476,0.6842896633536917,12.55845229268904,12.57891313278593
srcX_1000GHz,43,0.43,0.13020777391669244,1.686961780102962,0.11992956883658831,14.066270699276464,0.15241317385420727,701,24.769572515233463,25.678638010522768,37.214849911550665,-0.2304205427703394,0.6786393395154917,12.164384650462459,12.18547901824443
srcX_1000GHz,44,0.44,0.12975294734973675,1.6861877004461219,0.11944509200161905,14.116843749622344,0.15334274007824836,690,24.753429299664337,25.67349720209898,36.85004562219238,-0.24656375833946598,0.6734985310917025,11.799580361104177,11.821357394836877
srcX_1000GHz,45,0.45,0.12936520478521366,1.6847590756539617,0.11904177540970859,14.152670941402636,0.1540020482168165,698,24.732371503054186,25.65700942421393,36.50753867354168,-0.26762155494961704,0.6570107532066523,11.457073412453475,11.479016316952038
srcX_1000GHz,46,0.46,0.1289854118768942,1.6840114035588707,0.11863820833708813,14.194511423959382,0.15477282692921615,689,24.706594739261405,25.6368354132612,36.19007715311931,-0.29339831874239763,0.636836742253923,11.139611892031105,11.161657435829424
srcX_1000GHz,47,0.47000000000000003,0.1286416113462186,1.6835806936297555,0.11826956448631988,14.235113665481482,0.15552162289247204,692,24.677328153462103,25.61462804745918,35.89306027970898,-0.3226649045416998,0.6146293764519051,10.842595018620777,10.86479399937434
srcX_1000GHz,48,0.48,0.1283315514080444,1.6818719356292955,0.11795408771858669,14.258699873478598,0.15595697654009802,692,24.657602959884365,25.591743080144102,35.613186887800296,-0.3423900981194379,0.591744409136826,10.56272162671209,10.584823125043055
srcX_1000GHz,49,0.49,0.1281313572299733,1.6801052103298393,0.11775897378619095,14.267322109823425,0.15611619328492782,696,24.6428626956835,25.570163995256927,35.347758092340385,-0.3571303623203015,0.5701653242496505,10.297292831252179,10.319247561970071
srcX_1000GHz,50,0.5,0.12812992628914333,1.6812467472455952,0.1177426074931208,14.279000465857896,0.15633190142205836,701,24.631370057565686,25.55128667341003,35.103269711041705,-0.3686230004381166,0.5512880024027531,10.052804449953499,10.074655263930874
srcZ_100GHz,0,0.0,0.0,0.0,0.0,nan,nan,908,24.999993058003803,24.999998671007276,25.050465261088206,0.0,0.0,0.0,0.0
srcZ_100GHz,1,0.01,0.02193262353380193,0.03422451182457588,0.02191831731042682,1.5614570835825452,0.0022109514415670703,905,24.998917116342266,25.005880918713572,24.51391890123413,-0.0010759416615364614,0.005882247706296084,-0.536546359854075,0.5365796816514726
srcZ_100GHz,2,0.02,0.030138754838205908,0.02478687262560026,0.030143186582661463,0.8223043226577051,0.0006141560113023509,904,24.998338142202215,25.000390451195564,24.51336508999775,-0.0016549158015877197,0.0003917801882877825,-0.5371001710904544,0.5371028635405155
srcZ_100GHz,3,0.03,0.03892435529951428,0.05196789748162425,0.03891051235142192,1.3355747416604031,0.0016185021671197284,910,25.006020469721584,24.99616892660097,24.972247876018997,0.006027411717781206,-0.003829744406306901,-0.07821738506920894,0.07854270151515158
srcZ_100GHz,4,0.04,0.04472932208409794,0.07138924667153573,0.04469786116498359,1.5971512911553414,0.002312953036164542,919,25.011875566721372,24.999859425170673,25.416406172290106,0.011882508717569351,-0.00013924583660340772,0.36594091120189987,0.3661338059973469
srcZ_100GHz,5,0.05,0.05094753359246815,0.08737226867325648,0.05090257635404098,1.7164606377790992,0.0026704641063211697,927,25.015477021645896,25.004596249309532,25.3334130768104,0.015483963642093812,0.004597578302256267,0.28294781572219563,0.2834084636673306
srcZ_100GHz,6,0.06,0.0577545679018913,0.1019816402766002,0.0576989563857453,1.7674780735166826,0.002831112689615722,929,25.014571059576248,25.006085607135265,24.680610404407254,0.014578001572445487,0.006086936127989162,-0.3698548566809521,0.3701920905850908
srcZ_100GHz,7,0.07,0.06389773232211389,0.13575520012024267,0.06379562434650665,2.1279703978267657,0.004098527993607362,945,25.016482612757304,25.014704432140967,24.52884687881106,0.01648955475350178,0.014705761133690487,-0.521618382277147,0.5220861054997707
srcZ_100GHz,8,0.08,0.07045222627263342,0.1625818813763696,0.07031361389084884,2.312239015743853,0.004835492295941111,948,25.02225417684919,25.010352632503995,24.734323050539334,0.02226111884538895,0.010353961496718966,-0.3161422105488718,0.3170940857563434
srcZ_100GHz,9,0.09,0.07490469535614894,0.168043293193161,0.07476729659033081,2.247550745534017,0.004569936150676075,946,25.026369157133153,25.01749264424097,25.251942733205368,0.026376099129350905,0.017493973233694504,0.20147747211716194,0.20394830098705
srcZ_100GHz,10,0.1,0.08002771650341235,0.19550056465365903,0.07984685462570328,2.4484441568813655,0.005418773904836573,960,25.02545381620886,25.02972291414667,25.332689163177516,0.025460758205056777,0.0297242431393947,0.28222390208931003,0.28492474751959096
srcZ_100GHz,11,0.11,0.08372598376490943,0.18780301620030726,0.08357246567013983,2.247187691476819,0.00456846662143333,972,25.01646108134347,25.02946248904825,25.199206357604194,0.016468023339665905,0.029463818040973422,0.14874109651598744,0.15252287093759304
srcZ_100GHz,12,0.12,0.0876237344800541,0.2258759942600512,0.0873986756197493,2.584432689149473,0.00603368295013198,989,25.008989741286634,25.02944778780427,24.97941843078839,0.008996683282830986,0.029449116796993025,-0.07104683029981729,0.07743282821817593
srcZ_100GHz,13,0.13,0.09067567769482222,0.25391780388394136,0.09039333566502772,2.809032347527138,0.007120172818149582,993,25.01207212803785,25.024797568067523,24.899157334171296,0.012079070034047845,0.02479889706024707,-0.15130792691691042,0.15380174893734228
srcZ_100GHz,14,0.14,0.09402061886116704,0.33855092252001084,0.09350798951126857,3.620556107445903,0.011773013463641511,981,25.011749246679216,25.030536507609828,25.051407042498763,0.01175618867541317,0.030537836602551494,0.0009417814105567857,0.03273613277040092
srcZ_100GHz,15,0.15,0.09722623671527028,0.45041620204966054,0.09631798629790377,4.676345710307518,0.019487086139700353,992,25.005475755120884,25.027186175062987,25.184986281613188,0.005482697117081159,0.027187504055710576,0.13452102052498205,0.1373503742533655
srcZ_100GHz,16,0.16,0.10042594242667222,0.6086005168858651,0.09878214316999046,6.161037788363708,0.033347144415785755,1006,25.005056673056345,25.019585713214948,25.455081976609765,0.005063615052542048,0.0195870422076716,0.4046167155215592,0.40512217774308507
srcZ_100GHz,17,0.17,0.10455910734470225,0.7875159582473151,0.10187691729975504,7.730072514171066,0.05150872987497075,1039,25.007465458798546,25.020275096458516,25.57803220976779,0.007472400794743095,0.020276425451239533,0.5275669486795849,0.5280093328169538
srcZ_100GHz,18,0.18,0.10920879540129586,0.9571548626076354,0.10537923934813544,9.082954750181266,0.0697485261550499,1063,25.00065333922975,25.017281915525956,25.74173014996159,0.0006602812259473012,0.017283244518679908,0.6912648888733841,0.6914812311997498
srcZ_100GHz,19,0.19,0.11439571693376444,1.1010500981462665,0.10952850858202329,10.052634810796464,0.08411636165797087,1072,24.989207246158315,25.01578465075651,25.892139323372128,-0.010785811845487103,0.015785979749232126,0.8416740622839214,0.8418911794378937
srcZ_100GHz,20,0.2,0.11948620289855995,1.2216719874217397,0.11372564469548854,10.742273571566773,0.09492040003237838,1076,24.9760898552124,24.9961542808153,26.119119668610463,-0.023903202791402123,-0.0038443901919755774,1.0686544075222564,1.068928615556895
srcZ_100GHz,21,0.21,0.1248204843797683,1.323639320379816,0.11833018233776892,11.185982259382808,0.1021065121156297,1099,24.972990892846493,24.981351805988968,26.392315556239954,-0.027002165157309577,-0.018646865018308034,1.3418502951517475,1.342251480571739
srcZ_100GHz,22,0.22,0.12996233224586118,1.4070751391503238,0.12290732669886187,11.448260872175926,0.10643523792376658,1121,24.97342754713569,24.963552431632408,26.57209211174581,-0.026565510868113762,-0.03644623937486813,1.5216268506576043,1.5222950855121464
srcZ_100GHz,23,0.23,0.1348655830327926,1.4747945811149206,0.12739130151296246,11.576886047944612,0.1085792022495023,1128,24.98155789674924,24.95339005031123,26.755725022141956,-0.018435161254561905,-0.04660862069604477,1.7052597610537497,1.7059962108289577
srcZ_100GHz,24,0.24,0.13864851559001504,1.5265959765310633,0.1308543798652233,11.666372788617535,0.11007878486988844,1129,24.986369354363354,24.951823609890422,27.003641188842433,-0.01362370364044807,-0.04817506111685432,1.953175927754227,1.9538174547723441
srcZ_100GHz,25,0.25,0.14170059708854743,1.5678064064716972,0.13365403028527792,11.730333931010476,0.11115457885031359,1142,24.993432550944192,24.958733358679925,27.407242675784424,-0.006560507059610643,-0.041265312327350756,2.356777414696218,2.357147778285558
srcZ_100GHz,26,0.26,0.14421027659176666,1.6016489800598355,0.1359562933610683,11.780616700149572,0.11200260193796588,1135,25.000348549477707,24.974366468169297,27.811143890447298,0.0003554914739041237,-0.02563220283797918,2.7606786293590915,2.7607976439421464
srcZ_100GHz,27,0.27,0.14668867172392758,1.6286388099344253,0.13829857417654218,11.776251632612063,0.11192890519116686,1154,24.999236945188574,24.992805918042187,28.161184041553618,-0.0007561128152282492,-0.007192752965089255,3.1107187804654117,3.1107271880610208
srcZ_100GHz,28,0.28,0.14912236724001823,1.6475312345845252,0.14067982209074922,11.711212099214498,0.11083261591727657,1158,25.000653206994315,25.003531807441608,28.464179737326855,0.0006601489905122548,0.0035331364343313965,3.413714476238649,3.413716368436468
srcZ_100GHz,29,0.29,0.15138433471265628,1.6602635632389922,0.14294366187651839,11.614810628492277,0.10921393345924793,1176,25.009374391446404,25.01374091925192,28.828965710510197,0.009381333442600948,0.013742248244643207,3.7785004494219905,3.7785370853130664
srcZ_100GHz,30,0.3,0.15322121888195225,1.6685846107800368,0.14480245195758976,11.523179257135354,0.10768234148103503,1183,25.01761891288245,25.023382238619767,29.369992309604562,0.01762585487864854,0.023383567612491163,4.319527048516356,4.319626301528746
srcZ_100GHz,31,0.31,0.1547074479724798,1.674802411745017,0.1463110571178992,11.446861534158975,0.1064119886528931,1168,25.0233240992196,25.02819547512812,29.816099581088437,0.023331041215797654,0.028196804120842245,4.765634320000231,4.765774844577837
srcZ_100GHz,32,0.32,0.15574218868754974,1.6792791803495717,0.1473594443643492,11.395802879098268,0.10556479495663465,1169,25.012919426365666,25.02288118075587,30.14537110085154,0.012926368361863894,0.022882509748594515,5.094905839763335,5.0949736227291655
srcZ_100GHz,33,0.33,0.15607872340788884,1.6810197110940865,0.1476974079948446,11.38151125274157,0.10532805190735475,1165,24.991300227068958,25.014759263727413,30.48899372070776,-0.008692830934844409,0.014760592720136856,5.438528459619555,5.438555437475926
srcZ_100GHz,34,0.34,0.15590343732916329,1.6819938927571487,0.1475019017438943,11.40320140195598,0.10568742008969682,1181,24.96712151288347,24.998006308672053,31.01016569480643,-0.03287154512033297,-0.0019923623352227082,5.9597004337182256,5.959791419810552
srcZ_100GHz,35,0.35000000000000003,0.15552194316421364,1.6827326936495821,0.14709057367094833,11.4401123855426,0.10629987799943796,1197,24.95589483015215,24.97486398075875,31.53180566412718,-0.04409822785165218,-0.02513469024852455,6.481340403038974,6.481539155665031
srcZ_100GHz,36,0.36,0.15551636332920712,1.6833808657247429,0.14707792781158255,11.44550301171822,0.10638941907312327,1193,24.956032100231045,24.965831125416088,31.83083954447543,-0.043960957772757325,-0.034167545591188286,6.780374283387225,6.780602879523239
srcZ_100GHz,37,0.37,0.15567614722549108,1.6834313648635482,0.14724649765518547,11.432742996751774,0.10617750789891053,1195,24.973031082162315,24.9675074695663,32.06906728235478,-0.02696197584148763,-0.03249120144097617,7.018602021266574,7.018729013093438
srcZ_100GHz,38,0.38,0.1555979526912325,1.6823789944665595,0.14717468582801074,11.431170958520665,0.10615140977515,1188,24.985953375048915,24.981398959566853,32.54323754329873,-0.014039682954887667,-0.01859971144042305,7.492772282210524,7.492808521177185
srcZ_100GHz,39,0.39,0.15537245725609988,1.6822412685362107,0.14693748043685464,11.448687316093881,0.10644232339138196,1206,24.99356807699715,24.996788999491567,33.2382819765722,-0.006424981006652786,-0.003209671515708834,8.187816715483997,8.187819865430074
srcZ_100GHz,40,0.4,0.1552932262767216,1.6830594447968779,0.14684510231180875,11.46146121525452,0.10665463499665372,1205,25.00597241642656,25.001934628569778,33.69543637537638,0.00597935842275632,0.0019359575625017555,8.644971114288175,8.644973398891159
